,IDORDRE,Wilaya,Moughataa,Commune,LON,LAT,Type,Milieu,School Code,Name of the school,Locality Code,Classrooms,Divisions,Students,Teachers,Water,Electricity,Latrines,Tower_Distance,Type of Service,Tower Details,Tower_Latitude,Tower_Longitude
2907,24,13-Nouakchott,Toujounine,Toujounine,18.07177,-15.932670000000002,public,Urbain,0.0,JAVAR,13301001.0,25.0,6.0,760.0,26.0,1.0,0.0,2.0,0.3,3G,MR3G0130,18.069662,-15.930966
2908,213,13-Nouakchott,Toujounine,Toujounine,18.06929,-15.926570000000002,Prive,Urbain,0.0,lycee de toujounine 1,13301001.0,32.0,7.0,800.0,51.0,0.0,1.0,10.0,0.16,3G,MC3G0175,18.06974,-15.927999999999999
2909,199,13-Nouakchott,Toujounine,Toujounine,18.07285,-15.90787,Prive,Urbain,0.0,LYCEE TOUJOUNINE 2,13301001.0,13.0,7.0,325.0,31.0,1.0,1.0,8.0,0.23,3G,MC3G0223,18.07083333,-15.9073
2910,10,13-Nouakchott,Toujounine,Toujounine,18.06564,-15.92089,public,Urbain,0.0,MAOULOUD AHMED (GARCON ),13301001.0,18.0,6.0,586.0,19.0,1.0,0.0,8.0,0.54,3G,MR3G0135,18.069861,-15.918354
2911,30,13-Nouakchott,Toujounine,Toujounine,18.06581,-15.904320000000002,public,Urbain,0.0,MASS AB,13301001.0,17.0,6.0,601.0,18.0,0.0,0.0,0.0,0.46,3G,MA3G0024,18.0693,-15.9067
2912,14,13-Nouakchott,Toujounine,Toujounine,18.064787,-15.904809,prive,Urbain,0.0,MEDAMES ADDOUD,13301001.0,5.0,6.0,77.0,6.0,0.0,0.0,2.0,0.54,3G,MA3G0024,18.0693,-15.9067
2913,68,13-Nouakchott,Toujounine,Toujounine,18.064664999999998,-15.890622,public,Urbain,0.0,MOHAMED O/ BOUKSA,13301001.0,6.0,6.0,364.0,7.0,0.0,0.0,8.0,0.14,3G,MR3G0138,18.065236,-15.891754
2914,38,13-Nouakchott,Toujounine,Toujounine,18.04482,-15.944920000000002,public,Urbain,0.0,MOHAMED VALL O/ ABBENI,13301001.0,8.0,6.0,267.0,9.0,0.0,1.0,2.0,0.2,3G,MC3G0201,18.04622222,-15.94608333
2915,40,13-Nouakchott,Toujounine,Toujounine,18.07328,-15.913070000000001,public,Urbain,0.0,NAIB,13301001.0,11.0,6.0,372.0,12.0,1.0,0.0,2.0,0.14,3G,MR3G0137,18.073248,-15.911732999999998
2916,17,13-Nouakchott,Toujounine,Toujounine,18.0704,-15.92264,prive,Urbain,0.0,NDEC SAAD,13301001.0,5.0,6.0,135.0,6.0,1.0,1.0,0.0,0.24,3G,MC3G0205,18.07238,-15.9217
2917,193,13-Nouakchott,Toujounine,Toujounine,18.0704,-15.92264,Prive,Urbain,0.0,N'DEC SAAD,13301001.0,23.0,1.0,575.0,2.0,1.0,1.0,0.0,0.24,3G,MC3G0205,18.07238,-15.9217
2918,15,13-Nouakchott,Toujounine,Toujounine,18.03885,-15.948429999999998,public,Urbain,0.0,O/ T'LAMID (FILLES),13301001.0,10.0,6.0,376.0,11.0,0.0,0.0,0.0,0.06,3G,MC3G0202,18.0386,-15.947920000000002
2919,191,13-Nouakchott,Toujounine,Toujounine,18.07206,-15.920320000000002,Prive,Urbain,0.0,OUGHOUL WAHAD,13301001.0,2.0,7.0,50.0,16.0,1.0,1.0,2.0,0.15,3G,MC3G0205,18.07238,-15.9217
2920,11,13-Nouakchott,Toujounine,Toujounine,18.06576,-15.92024,public,Urbain,0.0,OULD AMAR TALEB (FILLE),13301001.0,17.0,6.0,628.0,18.0,0.0,1.0,2.0,0.5,3G,MR3G0135,18.069861,-15.918354
2921,67,13-Nouakchott,Toujounine,Toujounine,18.064664999999998,-15.890622,public,Urbain,0.0,OULD HADJ HAMAHOULAH,13301001.0,7.0,6.0,178.0,8.0,0.0,0.0,2.0,0.14,3G,MR3G0138,18.065236,-15.891754
2922,25,13-Nouakchott,Toujounine,Toujounine,18.03898,-15.948520000000002,public,Urbain,0.0,OULD HAMADI,13301001.0,9.0,6.0,307.0,10.0,0.0,0.0,12.0,0.08,3G,MC3G0202,18.0386,-15.947920000000002
2923,35,13-Nouakchott,Toujounine,Toujounine,18.04225,-15.94475,public,Urbain,0.0,OULD M 'HIM,13301001.0,20.0,6.0,741.0,21.0,0.0,0.0,8.0,0.09,3G,MR3G0133,18.042733,-15.945437
2924,16,13-Nouakchott,Toujounine,Toujounine,18.04322,-15.94338,prive,Urbain,0.0,OUSMANE OULD BACAR,13301001.0,4.0,5.0,77.0,5.0,1.0,0.0,8.0,0.2,3G,MC3G0179,18.042327800000002,-15.941722199999997
2925,54,13-Nouakchott,Toujounine,Toujounine,18.06664,-15.929039999999999,public,Urbain,0.0,SALAHADINE,13301001.0,26.0,6.0,683.0,27.0,1.0,0.0,3.0,0.18,3G,MC3G0176,18.06608333,-15.9306
2926,59,13-Nouakchott,Toujounine,Toujounine,18.057389999999998,-15.94135,public,Urbain,0.0,SALAM,13301001.0,12.0,6.0,432.0,13.0,0.0,0.0,2.0,0.45,3G,MC3G0200,18.05384,-15.93929
2927,53,13-Nouakchott,Toujounine,Toujounine,18.06168,-15.929529999999998,public,Urbain,0.0,SIDI OULD MOULAYE ZEINE,13301001.0,13.0,6.0,434.0,14.0,0.0,0.0,2.0,0.22,3G,MA3G0158,18.05989,-15.92874
2928,202,13-Nouakchott,Toujounine,Toujounine,18.071379999999998,-15.90904,Prive,Urbain,623.0,TAGHADOUM HEDEL,13301001.0,3.0,5.0,75.0,10.0,1.0,1.0,2.0,0.19,3G,MC3G0223,18.07083333,-15.9073
2929,45,13-Nouakchott,Toujounine,Toujounine,18.0692,-15.910229999999999,prive,Urbain,0.0,TAGHADOUM HEDEL,13301001.0,11.0,6.0,192.0,12.0,1.0,1.0,2.0,0.36,3G,MC3G0223,18.07083333,-15.9073
2930,37,13-Nouakchott,Toujounine,Toujounine,18.05742,-15.93629,prive,Urbain,0.0,TAGHUIM,13301001.0,4.0,5.0,136.0,5.0,1.0,1.0,1.0,0.5,3G,MA3G0001,18.0535,-15.9386
2931,48,13-Nouakchott,Toujounine,Toujounine,18.07551,-15.93344,prive,Urbain,0.0,TAHA,13301001.0,7.0,6.0,90.0,8.0,1.0,1.0,1.0,0.27,3G,MC3G0180,18.07436667,-15.93570278
2932,27,13-Nouakchott,Toujounine,Toujounine,18.035320000000002,-15.94796,prive,Urbain,0.0,TALIA,13301001.0,4.0,5.0,43.0,5.0,0.0,0.0,2.0,0.36,3G,MC3G0202,18.0386,-15.947920000000002
2933,8,13-Nouakchott,Toujounine,Toujounine,18.06032,-15.897689999999999,prive,Urbain,0.0,TARBIA EL HOURA,13301001.0,5.0,6.0,116.0,6.0,1.0,0.0,3.0,0.73,3G,MA3G0148,18.064519,-15.89233
2934,23,13-Nouakchott,Toujounine,Toujounine,18.07038,-15.920829999999999,prive,Urbain,0.0,TARCH,13301001.0,11.0,6.0,352.0,12.0,1.0,1.0,12.0,0.24,3G,MC3G0205,18.07238,-15.9217
2935,32,13-Nouakchott,Toujounine,Toujounine,18.06201,-15.898660000000001,public,Urbain,0.0,TAREGH IBN ZEYAD,13301001.0,14.0,6.0,526.0,15.0,0.0,0.0,8.0,0.73,3G,MA3G0148,18.064519,-15.89233
2936,208,13-Nouakchott,Toujounine,Toujounine,18.07405,-15.921439999999999,Prive,Urbain,130955.0,TOUJOUNINE 4 COLLEGE,13301001.0,12.0,7.0,300.0,24.0,1.0,0.0,4.0,0.19,3G,MC3G0205,18.07238,-15.9217
2937,211,13-Nouakchott,Toujounine,Toujounine,18.05484,-15.937510000000001,Prive,Urbain,0.0,VIKR WEL ISTINABATT,13301001.0,13.0,4.0,325.0,8.0,1.0,1.0,3.0,0.19,3G,MA3G0001,18.0535,-15.9386
2938,205,13-Nouakchott,Toujounine,Toujounine,18.07151,-15.9187,Prive,Urbain,0.0,VOURGHANE,13301001.0,2.0,4.0,50.0,9.0,0.0,0.0,2.0,0.19,3G,MR3G0135,18.069861,-15.918354
