,IDORDRE,Wilaya,Moughataa,Commune,LON,LAT,Type,Milieu,School Code,Name of the school,Locality Code,Classrooms,Divisions,Students,Teachers,Water,Electricity,Latrines,Tower_Distance,Type of Service,Tower Details,Tower_Latitude,Tower_Longitude
2795,77,13-Nouakchott,Sebkha,Sebkha,18.07537,-16.00224,Prive,Urbain,817.0,MA DEMBA DIOP,13501001.0,4.0,5.0,100.0,10.0,1.0,1.0,2.0,0.13,3G,MR3G0088,18.0745,-16.001361
2796,78,13-Nouakchott,Sebkha,Sebkha,18.06774,-16.00467,Prive,Urbain,1817.0,MA DEMBA DIOP,13501001.0,4.0,4.0,100.0,8.0,0.0,1.0,4.0,0.24,3G,MC3G0017,18.06631111,-16.00640278
2797,3,13-Nouakchott,Sebkha,Sebkha,18.06774,-16.00469,prive,Urbain,0.0,MA DEMBA DIOP,13501001.0,5.0,6.0,6.0,6.0,0.0,1.0,8.0,0.24,3G,MC3G0017,18.06631111,-16.00640278
2798,5,13-Nouakchott,Sebkha,Sebkha,18.075,-16.001360000000002,prive,Urbain,0.0,MA DEMBA DIOP,13501001.0,11.0,6.0,394.0,12.0,1.0,1.0,4.0,0.06,3G,MR3G0088,18.0745,-16.001361
2799,11,13-Nouakchott,Sebkha,Sebkha,18.06651,-16.00757,public,Urbain,0.0,MOCTAR HAMIDOUN,13501001.0,11.0,6.0,584.0,12.0,0.0,0.0,2.0,0.13,3G,MC3G0017,18.06631111,-16.00640278
2800,38,13-Nouakchott,Sebkha,Sebkha,18.06162,-16.00558,prive,Urbain,0.0,PETIT BA,13501001.0,5.0,6.0,127.0,6.0,1.0,0.0,2.0,0.24,3G,MC3G0018,18.061444,-16.0033055
2801,68,13-Nouakchott,Sebkha,Sebkha,18.073729999999998,-16.0071,Prive,Urbain,622.0,PYRAMIDE,13501001.0,12.0,4.0,300.0,9.0,0.0,1.0,6.0,0.31,3G,MR3G0146,18.072661,-16.00978
2802,6,13-Nouakchott,Sebkha,Sebkha,18.07366,-16.00701,prive,Urbain,0.0,PYRAMIDE,13501001.0,7.0,6.0,161.0,8.0,0.0,1.0,16.0,0.31,3G,MR3G0146,18.072661,-16.00978
2803,12,13-Nouakchott,Sebkha,Sebkha,18.07395,-16.00129,public,Urbain,0.0,SALEH,13501001.0,6.0,6.0,199.0,7.0,1.0,0.0,1.0,0.06,3G,MR3G0088,18.0745,-16.001361
2804,81,13-Nouakchott,Sebkha,Sebkha,18.06506,-16.00796,Prive,Urbain,424.0,TEMPLE DU SAVOIR,13501001.0,11.0,13.0,131.0,24.0,1.0,1.0,4.0,0.22,3G,MC3G0017,18.06631111,-16.00640278
2805,31,13-Nouakchott,Sebkha,Sebkha,18.07232,-16.00125,prive,Urbain,0.0,THIERNO ABDOULAYE DJIGO,13501001.0,8.0,6.0,267.0,9.0,0.0,0.0,12.0,0.17,3G,MA3G0009,18.0708,-16.0015
2806,69,13-Nouakchott,Sebkha,Sebkha,18.07232,-16.00125,Prive,Urbain,897.0,THIERNO ABDOULLAHI DJIGO,13501001.0,6.0,7.0,150.0,24.0,0.0,1.0,2.0,0.17,3G,MA3G0009,18.0708,-16.0015
2807,80,13-Nouakchott,Sebkha,Sebkha,18.06842,-15.998529999999999,Prive,Urbain,0.0,VOWZ BAMBA,13501001.0,16.0,7.0,400.0,28.0,0.0,1.0,8.0,0.24,3G,MC3G0021,18.06681,-16.000020000000003
2808,18,13-Nouakchott,Sebkha,Sebkha,18.073620000000002,-16.00214,prive,Urbain,0.0,WAGADOU,13501001.0,6.0,6.0,164.0,7.0,0.0,0.0,0.0,0.13,3G,MR3G0088,18.0745,-16.001361
2809,9,13-Nouakchott,Sebkha,Sebkha,18.071170000000002,-16.000429999999998,prive,Urbain,0.0,WALATY BAOBAB,13501001.0,17.0,6.0,549.0,18.0,0.0,1.0,2.0,0.12,3G,MA3G0009,18.0708,-16.0015
2810,50,13-Nouakchott,Teyarett,Teyarett,18.13922,-15.92499,public,Urbain,0.0,ABDERRAHMANE IBN AWF,13101001.0,9.0,6.0,349.0,10.0,1.0,0.0,2.0,0.14,3G,MC3G0039,18.14042778,-15.92478611
2811,12,13-Nouakchott,Teyarett,Teyarett,18.11894,-15.937999999999999,public,Urbain,0.0,ABEH1,13101001.0,11.0,6.0,334.0,12.0,1.0,0.0,1.0,0.19,3G,MC3G0050,18.11753,-15.93706
2812,14,13-Nouakchott,Teyarett,Teyarett,18.11875,-15.937829999999998,public,Urbain,0.0,ABEI2,13101001.0,9.0,6.0,302.0,10.0,1.0,0.0,2.0,0.16,3G,MC3G0050,18.11753,-15.93706
2813,4,13-Nouakchott,Teyarett,Teyarett,18.12855,-15.943470000000001,prive,Urbain,0.0,ABOU DOUJANA,13101001.0,7.0,6.0,92.0,8.0,1.0,1.0,2.0,0.18,3G,MC3G0102,18.12998611,-15.94267222
2814,182,13-Nouakchott,Teyarett,Teyarett,18.11883,-15.94568,Prive,Urbain,0.0,CHEHADA,13101001.0,9.0,10.0,218.0,15.0,1.0,1.0,2.0,0.37,3G,MC3G0131,18.12133,-15.94335
2815,32,13-Nouakchott,Teyarett,Teyarett,18.13264,-15.93016,public,Urbain,0.0,CHEIKH MED EL MAMI1,13101001.0,10.0,6.0,285.0,11.0,0.0,0.0,8.0,0.22,3G,MR3G0147,18.1318,-15.9283
2816,183,13-Nouakchott,Teyarett,Teyarett,18.1265,-15.9367,Public,Urbain,1308502.0,COLLEGE TEYARETT1,13101001.0,17.0,7.0,425.0,32.0,0.0,0.0,6.0,0.26,3G,MC3G0079,18.12578,-15.939
2817,44,13-Nouakchott,Teyarett,Teyarett,18.12579,-15.937170000000002,public,Urbain,0.0,ECOLE FONDAMENTALE ETHMANE,13101001.0,10.0,6.0,269.0,11.0,0.0,0.0,2.0,0.19,3G,MC3G0079,18.12578,-15.939
2818,10,13-Nouakchott,Teyarett,Teyarett,18.14651,-15.93401,public,Urbain,0.0,ECOLE TALHA IBN OUBEIDILAH,13101001.0,8.0,6.0,242.0,9.0,1.0,0.0,8.0,0.31,3G,MR3G0121,18.1437611,-15.934577800000001
2819,13,13-Nouakchott,Teyarett,Teyarett,18.12388,-15.9356,prive,Urbain,0.0,EL ECHRAF,13101001.0,5.0,6.0,91.0,6.0,1.0,1.0,0.0,0.24,3G,MC3G0051,18.12283611,-15.93366389
2820,26,13-Nouakchott,Teyarett,Teyarett,18.13577,-15.92914,prive,Urbain,0.0,EL EHALY,13101001.0,5.0,6.0,76.0,6.0,1.0,0.0,2.0,0.28,3G,MC3G0040,18.13814,-15.928320000000001
2821,174,13-Nouakchott,Teyarett,Teyarett,18.127779999999998,-15.937529999999999,Prive,Urbain,1235.0,EL GHOUDWA,13101001.0,15.0,10.0,345.0,16.0,1.0,1.0,2.0,0.27,3G,MC3G0079,18.12578,-15.939
2822,176,13-Nouakchott,Teyarett,Teyarett,18.13733,-15.9289,Prive,Urbain,1202.0,EL HANY,13101001.0,2.0,3.0,50.0,7.0,1.0,1.0,1.0,0.11,3G,MC3G0040,18.13814,-15.928320000000001
2823,1,13-Nouakchott,Teyarett,Teyarett,18.12027,-15.94939,prive,Urbain,0.0,EL IKHLASS,13101001.0,8.0,6.0,214.0,9.0,1.0,0.0,2.0,0.33,3G,MA3G0145,18.118966,-15.952221
2824,17,13-Nouakchott,Teyarett,Teyarett,18.14398,-15.93471,prive,Urbain,0.0,EL ILM TAWASSOUL,13101001.0,4.0,5.0,41.0,5.0,1.0,0.0,0.0,0.03,3G,MR3G0121,18.1437611,-15.934577800000001
2825,189,13-Nouakchott,Teyarett,Teyarett,18.11938,-15.946660000000001,Prive,Urbain,806.0,EL KABASSE,13101001.0,21.0,7.0,525.0,60.0,1.0,1.0,7.0,0.41,3G,MC3G0131,18.12133,-15.94335
2826,29,13-Nouakchott,Teyarett,Teyarett,18.13477,-15.93939,prive,Urbain,0.0,EL MEJD,13101001.0,5.0,6.0,50.0,6.0,1.0,0.0,2.0,0.35,3G,MC3G0003,18.13795833,-15.93948611
2827,185,13-Nouakchott,Teyarett,Teyarett,18.12525,-15.94321,Prive,Urbain,189.0,EL MENHEL EL JEDID,13101001.0,12.0,11.0,257.0,18.0,1.0,1.0,2.0,0.4,3G,MR3G0125,18.12575,-15.9395
2828,15,13-Nouakchott,Teyarett,Teyarett,18.122529999999998,-15.937170000000002,public,Urbain,0.0,EL VAOZ,13101001.0,6.0,6.0,122.0,7.0,1.0,1.0,0.0,0.31,3G,MC3G0090,18.120379999999997,-15.939060000000001
2829,175,13-Nouakchott,Teyarett,Teyarett,18.11875,-15.93981444,Prive,Urbain,478.0,EL VOWZ,13101001.0,12.0,13.0,378.0,21.0,1.0,1.0,2.0,0.06,3G,MR3G0129,18.11925,-15.94007
2830,37,13-Nouakchott,Teyarett,Teyarett,18.1323,-15.939520000000002,prive,Urbain,0.0,ENESS IBN MALICK,13101001.0,5.0,6.0,98.0,6.0,1.0,1.0,1.0,0.31,3G,MC3G0165,18.13136111,-15.93680556
2831,171,13-Nouakchott,Teyarett,Teyarett,18.140710000000002,-15.934170000000002,Prive,Urbain,698.0,IKRA,13101001.0,10.0,7.0,250.0,29.0,1.0,1.0,2.0,0.18,3G,MA3G0098,18.14108,-15.93255
2832,21,13-Nouakchott,Teyarett,Teyarett,18.148770000000003,-15.9139,public,Urbain,0.0,IMAM BOUKHARY,13101001.0,3.0,4.0,111.0,4.0,1.0,0.0,12.0,1.4,3G,MA3G0133,18.137746,-15.907564
2833,19,13-Nouakchott,Teyarett,Teyarett,18.140710000000002,-15.934170000000002,prive,Urbain,0.0,IQRA,13101001.0,11.0,6.0,196.0,12.0,1.0,1.0,0.0,0.18,3G,MA3G0098,18.14108,-15.93255
2834,181,13-Nouakchott,Teyarett,Teyarett,18.12678,-15.93849,Public,Urbain,1308501.0,LYCEE TEYARETT2,13101001.0,25.0,7.0,625.0,35.0,1.0,1.0,6.0,0.12,3G,MC3G0079,18.12578,-15.939
2835,179,13-Nouakchott,Teyarett,Teyarett,18.13178,-15.935279999999999,Prive,Urbain,13080124.0,MINBAR EL ILM,13101001.0,15.0,11.0,308.0,22.0,1.0,1.0,2.0,0.16,3G,MR3G0128,18.13145,-15.936720000000001
2836,180,13-Nouakchott,Teyarett,Teyarett,18.1392,-15.92735,Prive,Urbain,0.0,NOUR EL HAYAT,13101001.0,1.0,4.0,25.0,8.0,1.0,0.0,2.0,0.16,3G,MC3G0040,18.13814,-15.928320000000001
2837,38,13-Nouakchott,Teyarett,Teyarett,18.1392,-15.92736,prive,Urbain,0.0,NOUR EL HAYAT,13101001.0,13.0,6.0,310.0,14.0,1.0,0.0,2.0,0.16,3G,MC3G0040,18.13814,-15.928320000000001
2838,186,13-Nouakchott,Teyarett,Teyarett,18.12741,-15.942179999999999,Prive,Urbain,0.0,ROUMOUZ EL GHAD,13101001.0,4.0,4.0,100.0,8.0,1.0,1.0,3.0,0.29,3G,MC3G0102,18.12998611,-15.94267222
2839,42,13-Nouakchott,Teyarett,Teyarett,18.13308,-15.93486,public,Urbain,0.0,SAADA I,13101001.0,15.0,6.0,391.0,16.0,1.0,0.0,4.0,0.27,3G,MR3G0128,18.13145,-15.936720000000001
2840,188,13-Nouakchott,Teyarett,Teyarett,18.12367,-15.93896,Prive,Urbain,567.0,SALAH DINE,13101001.0,13.0,7.0,325.0,40.0,1.0,1.0,2.0,0.23,3G,MC3G0079,18.12578,-15.939
2841,39,13-Nouakchott,Teyarett,Teyarett,18.13044,-15.93211,public,Urbain,0.0,TEWVIGH II,13101001.0,9.0,6.0,210.0,10.0,0.0,0.0,2.0,0.3,3G,MA3G0023,18.1281,-15.9335
2842,33,13-Nouakchott,Teyarett,Teyarett,18.13815,-15.92486,public,Urbain,0.0,TEWVIGT 1,13101001.0,14.0,6.0,10.0,15.0,1.0,0.0,0.0,0.25,3G,MC3G0039,18.14042778,-15.92478611
2843,177,13-Nouakchott,Teyarett,Teyarett,18.14059,-15.93025,Public,Urbain,0.0,TEYARETT2,13101001.0,12.0,4.0,300.0,8.0,0.0,0.0,10.0,0.25,3G,MA3G0098,18.14108,-15.93255
2844,7,13-Nouakchott,Teyarett,Teyarett,18.12366,-15.946729999999999,prive,Urbain,0.0,THIERNO MOUNTAGHA TALL DE TEYARETT,13101001.0,10.0,6.0,109.0,11.0,1.0,1.0,1.0,0.01,3G,MR3G0124,18.123613,-15.94674
2845,190,13-Nouakchott,Teyarett,Teyarett,18.12366,-15.946729999999999,Prive,Urbain,246.0,THIERNO MOUNTAGHA TALL DE TEYARETT2,13101001.0,1.0,2.0,25.0,5.0,1.0,1.0,2.0,0.01,3G,MR3G0124,18.123613,-15.94674
2846,27,13-Nouakchott,Teyarett,Teyarett,18.12979,-15.92927,prive,Urbain,0.0,TOUNGA,13101001.0,6.0,6.0,118.0,7.0,1.0,1.0,2.0,0.15,3G,MC3G0041,18.1285,-15.92968
2847,20,13-Nouakchott,Teyarett,Teyarett,18.124589999999998,-15.93794,prive,Urbain,0.0,TUNAKHAN,13101001.0,9.0,6.0,182.0,10.0,1.0,1.0,0.0,0.17,3G,MC3G0079,18.12578,-15.939
2848,184,13-Nouakchott,Teyarett,Teyarett,18.12494,-15.93834,Prive,Urbain,393.0,ZEM ZEM,13101001.0,45.0,7.0,1125.0,72.0,1.0,1.0,18.0,0.12,3G,MC3G0079,18.12578,-15.939
2849,47,13-Nouakchott,Teyarett,Teyarett,18.12527,-15.936470000000002,prive,Urbain,0.0,ZEM ZEM,13101001.0,26.0,6.0,962.0,27.0,1.0,1.0,16.0,0.27,3G,MC3G0079,18.12578,-15.939
2850,207,13-Nouakchott,Toujounine,Toujounine,18.07405,-15.92138,Prive,Urbain,0.0,Medina,13301001.0,18.0,7.0,450.0,18.0,1.0,1.0,6.0,0.19,3G,MC3G0205,18.07238,-15.9217
2851,26,13-Nouakchott,Toujounine,Toujounine,18.040570000000002,-15.946679999999999,public,Urbain,0.0,ABDALLAH IBN /ABBAS,13301001.0,9.0,6.0,371.0,10.0,0.0,0.0,2.0,0.26,3G,MC3G0202,18.0386,-15.947920000000002
2852,55,13-Nouakchott,Toujounine,Toujounine,18.05807,-15.93847,public,Urbain,0.0,AHMED O/ LAHBIB,13301001.0,14.0,6.0,400.0,15.0,0.0,0.0,2.0,0.44,3G,MR3G0132,18.061988,-15.938385
2853,47,13-Nouakchott,Toujounine,Toujounine,18.07151,-15.9187,prive,Urbain,0.0,AL VOURGHANE,13301001.0,9.0,6.0,58.0,10.0,1.0,0.0,16.0,0.19,3G,MR3G0135,18.069861,-15.918354
2854,3,13-Nouakchott,Toujounine,Toujounine,18.07605,-15.90041,public,Urbain,0.0,ALY IBN ABOU TALEB,13301001.0,14.0,6.0,519.0,15.0,0.0,0.0,8.0,0.11,3G,MA3G0147,18.076066,-15.901463
2855,12,13-Nouakchott,Toujounine,Toujounine,18.06646,-15.93495,public,Urbain,0.0,AMAR IBN YASSER (FILLE),13301001.0,13.0,6.0,367.0,14.0,0.0,0.0,1.0,0.46,3G,MC3G0176,18.06608333,-15.9306
2856,22,13-Nouakchott,Toujounine,Toujounine,18.05603,-15.93004,prive,Urbain,0.0,BEDR TALIMEYA,13301001.0,4.0,5.0,65.0,5.0,1.0,0.0,9.0,0.45,3G,MA3G0158,18.05989,-15.92874
2857,57,13-Nouakchott,Toujounine,Toujounine,18.065360000000002,-15.93626,public,Urbain,0.0,BEYANE 2,13301001.0,8.0,6.0,103.0,9.0,1.0,1.0,2.0,0.43,3G,MC3G0199,18.06208056,-15.93840833
2858,215,13-Nouakchott,Toujounine,Toujounine,18.065360000000002,-15.9362,Prive,Urbain,423252.0,BEYANE II,13301001.0,10.0,7.0,250.0,14.0,1.0,1.0,3.0,0.43,3G,MC3G0199,18.06208056,-15.93840833
2859,197,13-Nouakchott,Toujounine,Toujounine,18.07284,-15.9042,Prive,Urbain,0.0,BILAL CHINGUITTY,13301001.0,6.0,8.0,162.0,11.0,1.0,1.0,6.0,0.4,3G,MC3G0223,18.07083333,-15.9073
2860,56,13-Nouakchott,Toujounine,Toujounine,18.072670000000002,-15.921879999999998,public,Urbain,0.0,BOUHDIDA,13301001.0,24.0,6.0,769.0,25.0,1.0,0.0,2.0,0.04,3G,MC3G0205,18.07238,-15.9217
2861,60,13-Nouakchott,Toujounine,Toujounine,18.06168,-15.929529999999998,public,Urbain,0.0,CHEIKH  MED LEMINE,13301001.0,8.0,6.0,356.0,9.0,0.0,0.0,8.0,0.22,3G,MA3G0158,18.05989,-15.92874
2862,21,13-Nouakchott,Toujounine,Toujounine,18.056160000000002,-15.87615,public,Urbain,0.0,cheikh el mahfoudh,13301001.0,3.0,4.0,154.0,4.0,0.0,0.0,12.0,1.93,3G,MR3G0138,18.065236,-15.891754
2863,19,13-Nouakchott,Toujounine,Toujounine,18.06774,-15.897089999999999,public,Urbain,0.0,CHEIKH MALAININE (ECOLE DE FILLE ),13301001.0,11.0,6.0,412.0,12.0,0.0,0.0,0.0,0.51,3G,MC3G0198,18.069770000000002,-15.90145
2864,28,13-Nouakchott,Toujounine,Toujounine,18.03813,-15.9373,prive,Urbain,0.0,CHEIKH MOHAMED VADEL,13301001.0,5.0,6.0,108.0,6.0,0.0,0.0,2.0,0.66,3G,MC3G0179,18.042327800000002,-15.941722199999997
2865,36,13-Nouakchott,Toujounine,Toujounine,18.04969,-15.94319,public,Urbain,0.0,CHEIKH TOURAD,13301001.0,15.0,6.0,615.0,16.0,0.0,0.0,2.0,0.49,3G,MC3G0201,18.04622222,-15.94608333
2866,1,13-Nouakchott,Toujounine,Toujounine,18.07317,-15.90729,public,Urbain,0.0,CHERIF HAMED,13301001.0,11.0,6.0,338.0,12.0,1.0,0.0,2.0,0.26,3G,MC3G0223,18.07083333,-15.9073
2867,49,13-Nouakchott,Toujounine,Toujounine,18.071620000000003,-15.918439999999999,prive,Urbain,0.0,CHINGUITI RAJA,13301001.0,5.0,6.0,234.0,6.0,1.0,0.0,6.0,0.2,3G,MR3G0135,18.069861,-15.918354
2868,209,13-Nouakchott,Toujounine,Toujounine,18.071620000000003,-15.918439999999999,Prive,Urbain,0.0,CHINGUITTI RAJA,13301001.0,3.0,5.0,91.0,11.0,1.0,1.0,1.0,0.2,3G,MR3G0135,18.069861,-15.918354
2869,65,13-Nouakchott,Toujounine,Toujounine,18.06466,-15.92131,prive,Urbain,0.0,CHINGUITY,13301001.0,5.0,6.0,117.0,6.0,1.0,0.0,6.0,0.66,3G,MR3G0135,18.069861,-15.918354
2870,195,13-Nouakchott,Toujounine,Toujounine,18.07723,-15.93389,Prive,Urbain,0.0,COLLEGE TOUJOUNINE 2,13301001.0,12.0,7.0,300.0,23.0,1.0,0.0,2.0,0.37,3G,MC3G0180,18.07436667,-15.93570278
2871,198,13-Nouakchott,Toujounine,Toujounine,18.06319,-15.8989,Prive,Urbain,1309504.0,COLLEGE TOUJOUNINE 3,13301001.0,9.0,7.0,225.0,20.0,0.0,1.0,0.0,0.71,3G,MA3G0148,18.064519,-15.89233
2872,219,13-Nouakchott,Toujounine,Toujounine,18.04224,-15.946620000000001,Prive,Urbain,0.0,COLLEGE TOUJOUNINE 5,13301001.0,17.0,7.0,425.0,34.0,0.0,1.0,10.0,0.14,3G,MR3G0133,18.042733,-15.945437
2873,222,13-Nouakchott,Toujounine,Toujounine,18.04583,-15.930779999999999,Prive,Urbain,1408952.0,COMLEX ESPASE LIBRE,13301001.0,7.0,3.0,175.0,6.0,1.0,1.0,2.0,1.19,3G,MA3G0001,18.0535,-15.9386
2874,44,13-Nouakchott,Toujounine,Toujounine,18.07508,-15.91055,prive,Urbain,0.0,COMPLEX THOURAYA,13301001.0,3.0,4.0,42.0,4.0,1.0,0.0,2.0,0.24,3G,MR3G0137,18.073248,-15.911732999999998
2875,210,13-Nouakchott,Toujounine,Toujounine,18.07102,-15.92668,Prive,Urbain,0.0,COMPLEXE EL EMJALD,13301001.0,28.0,13.0,659.0,42.0,1.0,1.0,2.0,0.2,3G,MC3G0175,18.06974,-15.927999999999999
2876,63,13-Nouakchott,Toujounine,Toujounine,18.04583,-15.930779999999999,prive,Urbain,0.0,COMPLEXE ESPASE LIBRE,13301001.0,4.0,5.0,59.0,5.0,0.0,1.0,2.0,1.19,3G,MA3G0001,18.0535,-15.9386
2877,214,13-Nouakchott,Toujounine,Toujounine,18.07122,-15.935089999999999,Prive,Urbain,0.0,DAR EL MAARIF,13301001.0,6.0,7.0,150.0,14.0,1.0,0.0,3.0,0.3,3G,MA3G0160,18.073087,-15.93714
2878,221,13-Nouakchott,Toujounine,Toujounine,18.044929999999997,-15.9294,Prive,Urbain,0.0,ECOLE ECHAVI,13301001.0,6.0,3.0,150.0,6.0,1.0,1.0,2.0,1.33,3G,MC3G0179,18.042327800000002,-15.941722199999997
2879,66,13-Nouakchott,Toujounine,Toujounine,18.044929999999997,-15.9294,prive,Urbain,0.0,ECOLE EL CHAVI,13301001.0,5.0,6.0,139.0,6.0,0.0,0.0,1.0,1.33,3G,MC3G0179,18.042327800000002,-15.941722199999997
2880,51,13-Nouakchott,Toujounine,Toujounine,18.07046,-15.927420000000001,prive,Urbain,0.0,ECOLE EL MOUHAMEDIYA,13301001.0,7.0,6.0,126.0,8.0,1.0,1.0,2.0,0.1,3G,MC3G0175,18.06974,-15.927999999999999
2881,206,13-Nouakchott,Toujounine,Toujounine,18.07046,-15.927420000000001,Prive,Urbain,0.0,ECOLE ELMOUHAMEDIYE,13301001.0,8.0,7.0,200.0,22.0,1.0,1.0,3.0,0.1,3G,MC3G0175,18.06974,-15.927999999999999
2882,64,13-Nouakchott,Toujounine,Toujounine,18.03945,-15.9255,prive,Urbain,0.0,ECOLE L'EKBEIDE,13301001.0,8.0,6.0,282.0,9.0,0.0,0.0,1.0,1.0,3G,MR3G0086,18.03189,-15.930660000000001
2883,52,13-Nouakchott,Toujounine,Toujounine,18.0713,-15.93495,prive,Urbain,0.0,ECOLE PRIVEE DAR EL MARIF,13301001.0,9.0,6.0,202.0,10.0,0.0,0.0,3.0,0.31,3G,MA3G0160,18.073087,-15.93714
2884,6,13-Nouakchott,Toujounine,Toujounine,18.07489,-15.89911,prive,Urbain,0.0,EKTISSAB MAAREF,13301001.0,3.0,4.0,36.0,4.0,0.0,0.0,16.0,0.28,3G,MA3G0147,18.076066,-15.901463
2885,42,13-Nouakchott,Toujounine,Toujounine,18.07239,-15.91194,prive,Urbain,0.0,EL AMANA,13301001.0,11.0,6.0,112.0,12.0,1.0,0.0,4.0,0.1,3G,MR3G0137,18.073248,-15.911732999999998
2886,196,13-Nouakchott,Toujounine,Toujounine,18.075120000000002,-15.90054,Prive,Urbain,0.0,EL ASSALA,13301001.0,5.0,5.0,125.0,10.0,1.0,1.0,1.0,0.14,3G,MA3G0147,18.076066,-15.901463
2887,204,13-Nouakchott,Toujounine,Toujounine,18.069570000000002,-15.90264,Prive,Urbain,820.0,EL DHIYAFA,13301001.0,15.0,13.0,311.0,46.0,1.0,1.0,0.0,0.13,3G,MR3G0136,18.069765,-15.9014717
2888,2,13-Nouakchott,Toujounine,Toujounine,18.072789999999998,-15.90731,public,Urbain,0.0,EL GHAD,13301001.0,15.0,6.0,363.0,16.0,1.0,0.0,1.0,0.22,3G,MC3G0223,18.07083333,-15.9073
2889,31,13-Nouakchott,Toujounine,Toujounine,18.06201,-15.889660000000001,public,Urbain,0.0,EL HAJ O/ VAHVOU,13301001.0,13.0,6.0,460.0,14.0,0.0,0.0,12.0,0.4,3G,MA3G0148,18.064519,-15.89233
2890,217,13-Nouakchott,Toujounine,Toujounine,18.06021,-15.9364,Prive,Urbain,0.0,EL ISLAH ESSEDID,13301001.0,12.0,7.0,300.0,20.0,1.0,1.0,6.0,0.29,3G,MR3G0132,18.061988,-15.938385
2891,61,13-Nouakchott,Toujounine,Toujounine,18.06021,-15.9364,prive,Urbain,0.0,EL ISLAH SEDID,13301001.0,14.0,6.0,431.0,15.0,1.0,1.0,2.0,0.29,3G,MR3G0132,18.061988,-15.938385
2892,218,13-Nouakchott,Toujounine,Toujounine,18.04973,-15.940620000000001,Prive,Urbain,0.0,EL MENARA EL HADITHA,13301001.0,6.0,4.0,150.0,9.0,1.0,1.0,1.0,0.47,3G,MA3G0001,18.0535,-15.9386
2893,39,13-Nouakchott,Toujounine,Toujounine,18.04973,-15.940679999999999,prive,Urbain,0.0,EL MENARA EL HADITHA,13301001.0,9.0,6.0,112.0,10.0,1.0,1.0,2.0,0.47,3G,MA3G0001,18.0535,-15.9386
2894,216,13-Nouakchott,Toujounine,Toujounine,18.06927,-15.93534,Prive,Urbain,0.0,EL MENHEY,13301001.0,9.0,3.0,225.0,7.0,1.0,0.0,2.0,0.46,3G,MR3G0130,18.069662,-15.930966
2895,200,13-Nouakchott,Toujounine,Toujounine,18.07284,-15.90787,Prive,Urbain,0.0,EL MEWHID EL JEDIDA,13301001.0,18.0,13.0,489.0,34.0,1.0,1.0,2.0,0.23,3G,MC3G0223,18.07083333,-15.9073
2896,220,13-Nouakchott,Toujounine,Toujounine,18.06792,-15.906989999999999,Prive,Urbain,0.0,EL MOUSTA GHBEL EL WAID,13301001.0,9.0,7.0,225.0,14.0,1.0,1.0,2.0,0.16,3G,MA3G0024,18.0693,-15.9067
2897,29,13-Nouakchott,Toujounine,Toujounine,18.06792,-15.906989999999999,prive,Urbain,0.0,EL MOUSTAGHBEL EL WAED,13301001.0,6.0,6.0,69.0,7.0,1.0,0.0,2.0,0.16,3G,MA3G0024,18.0693,-15.9067
2898,33,13-Nouakchott,Toujounine,Toujounine,18.054660000000002,-15.90034,prive,Urbain,0.0,EL WASSILA,13301001.0,5.0,6.0,227.0,6.0,0.0,0.0,0.0,0.83,3G,MA3G0115,18.04749,-15.89814
2899,203,13-Nouakchott,Toujounine,Toujounine,18.07239,-15.91194,Prive,Urbain,0.0,ELLE AMANA,13301001.0,2.0,3.0,50.0,7.0,1.0,1.0,2.0,0.1,3G,MR3G0137,18.073248,-15.911732999999998
2900,201,13-Nouakchott,Toujounine,Toujounine,18.07093,-15.910110000000001,Prive,Urbain,0.0,EMEL ET TAKADOUM,13301001.0,15.0,10.0,303.0,20.0,1.0,1.0,2.0,0.3,3G,MC3G0223,18.07083333,-15.9073
2901,18,13-Nouakchott,Toujounine,Toujounine,18.07522,-15.91915,prive,Urbain,0.0,ENJAH WE TEMEYOUZ,13301001.0,2.0,3.0,36.0,3.0,1.0,0.0,0.0,0.42,3G,MC3G0205,18.07238,-15.9217
2902,13,13-Nouakchott,Toujounine,Toujounine,18.06646,-15.93495,public,Urbain,0.0,GHALY OULD MOKTAR VALE (GARCON),13301001.0,11.0,6.0,365.0,12.0,1.0,0.0,0.0,0.46,3G,MC3G0176,18.06608333,-15.9306
2903,70,13-Nouakchott,Toujounine,Toujounine,18.07686,-15.933710000000001,prive,Urbain,0.0,GHOUREYCHE,13301001.0,6.0,6.0,87.0,7.0,1.0,1.0,1.0,0.35,3G,MC3G0180,18.07436667,-15.93570278
2904,20,13-Nouakchott,Toujounine,Toujounine,18.05885,-15.85569,public,Urbain,0.0,IBN KHALDOUM,13301001.0,7.0,6.0,285.0,8.0,1.0,1.0,0.0,0.23,2G,MA2G0032,18.056782000000002,-15.855692999999999
2905,212,13-Nouakchott,Toujounine,Toujounine,18.044810000000002,-15.94335,Prive,Urbain,0.0,ICHRAGH,13301001.0,9.0,2.0,225.0,5.0,1.0,1.0,2.0,0.32,3G,MR3G0133,18.042733,-15.945437
2906,58,13-Nouakchott,Toujounine,Toujounine,18.05698,-15.93716,public,Urbain,0.0,ICHRAGH,13301001.0,7.0,6.0,154.0,8.0,1.0,1.0,2.0,0.42,3G,MC3G0200,18.05384,-15.93929
