IDORDRE,Wilaya,Moughataa,Commune,LON,LAT,Type,Milieu,School Code,Name of the school,Locality Code,Classrooms,Divisions,Students,Teachers,Water,Electricity,Latrines,Tower_Distance,Type of Service,Tower Details,Tower_Latitude,Tower_Longitude
1,01-H Charghi,Amourj,Adel Bagrou,-7.03406,15.53499,Public,Urbain,1020201,adelbagrou1,1102273,7,7,557,9,1,0,12,0.29,2G,MA2G0080,15.534275,-7.027264
2,01-H Charghi,Amourj,Adel Bagrou,-7.0333,15.52849,Public,Urbain,1020203,adelbagrou3,1102273,6,7,322,7,1,0,12,0.29,2G,MA2G0080,15.534275,-7.027264
3,01-H Charghi,Amourj,Adel Bagrou,-7.0214,15.53827,Public,Urbain,1020202,adelbegurou2,1102273,6,7,363,8,1,0,4,0.29,2G,MA2G0080,15.534275,-7.027264
4,01-H Charghi,Amourj,Adel Bagrou,-7.0252,15.53598,Public,Urbain,1020243,adelbegurou4,1102273,6,7,327,7,0,0,0,0.29,2G,MA2G0080,15.534275,-7.027264
5,01-H Charghi,Amourj,Adel Bagrou,-7.60488,15.7862,Public,Rural,1020278,aganate1,1102060,1,2,93,1,0,0,0,21.92,No Service,MA2G0141,15.77411,-7.40041
6,01-H Charghi,Amourj,Adel Bagrou,-7.14671,15.85396,Public,Rural,1020256,almelse,1102055,4,5,153,3,0,0,0,1.52,2G,MA2G0079,15.857435,-7.132927
8,01-H Charghi,Amourj,Adel Bagrou,-6.54821,15.80766,Public,Rural,1020210,archane,1102113,2,1,54,1,0,0,0,59.62,No Service,MA2G0080,15.534275,-7.027264
56,01-H Charghi,Amourj,Adel Bagrou,-6.78614,15.87362,Public,Rural,1020216,Bekou,1102143,2,2,94,1,0,0,0,37.61,No Service,MA2G0079,15.857435,-7.132927
9,01-H Charghi,Amourj,Adel Bagrou,-7.89772,16.5427,Public,Rural,1020263,craeelbarke,1102054,1,2,64,1,0,0,0,7.42,2G,MA2G0079,15.857435,-7.132927
60,01-H Charghi,Amourj,Adel Bagrou,-7.04869,15.81837,Public,Rural,1020249,Dar el barka tnaked,1102202,1,1,51,1,0,0,0,10,2G,MA2G0079,15.857435,-7.132927
10,01-H Charghi,Amourj,Adel Bagrou,-7.050317,16.625667,Public,Rural,1020293,darelbaidha,1102181,1,2,63,1,0,0,0,16.69,2G,MR2G0001,15.527149,-7.03771
12,01-H Charghi,Amourj,Adel Bagrou,-7.160933,16.681283,Public,Rural,1020248,darnaime,1102007,2,2,85,1,0,0,0,14.29,2G,MR2G0001,15.527149,-7.03771
13,01-H Charghi,Amourj,Adel Bagrou,-6.67093,15.51777,Public,Rural,1020283,debayledress,1102155,1,2,107,1,0,0,0,38.22,No Service,MA2G0080,15.534275,-7.027264
15,01-H Charghi,Amourj,Adel Bagrou,-7.14816,15.55299,Public,Rural,1020205,delaha,1102012,3,2,113,1,0,0,2,12.18,2G,MR2G0001,15.527149,-7.03771
16,01-H Charghi,Amourj,Adel Bagrou,-6.67488,15.77227,Public,Rural,1020213,diebel,1102139,2,2,33,1,0,0,0,46.09,No Service,MA2G0080,15.534275,-7.027264
53,01-H Charghi,Amourj,Adel Bagrou,-6.90125,16.02118,Public,Rural,1020223,Echreirig Wahed,1102100,1,1,65,1,0,0,0,25.94,No Service,MR2G0009,16.074931,-7.137483
17,01-H Charghi,Amourj,Adel Bagrou,-7.1106,15.91477,Public,Rural,1020262,ecolvila,1102059,1,1,50,1,0,0,0,6.81,2G,MA2G0079,15.857435,-7.132927
18,01-H Charghi,Amourj,Adel Bagrou,-6.93439,15.56439,Public,Rural,1020270,eheleguelay,1102232,2,2,47,1,0,0,0,10.5,2G,MA2G0080,15.534275,-7.027264
20,01-H Charghi,Amourj,Adel Bagrou,-7.40385,15.59899,Public,Rural,1020302,ehleebeydi,1102209,1,1,90,1,0,0,0,19.48,2G,MA2G0141,15.77411,-7.40041
54,01-H Charghi,Amourj,Adel Bagrou,-7.02765,16.00644,Public,Rural,1020258,El baghdad 1,1102078,2,2,57,1,0,0,0,13.99,2G,MR2G0009,16.074931,-7.137483
55,01-H Charghi,Amourj,Adel Bagrou,-6.992,15.70976,Public,Rural,1020247,El medroum 2,1102206,1,3,82,1,0,0,0,19.88,2G,MA2G0080,15.534275,-7.027264
21,01-H Charghi,Amourj,Adel Bagrou,-7.15224,15.56639,Public,Rural,1020239,elbasra,1102013,3,2,100,1,1,0,0,13.02,2G,MR2G0001,15.527149,-7.03771
22,01-H Charghi,Amourj,Adel Bagrou,-6.7143,15.61624,Public,Rural,1020218,elmasgoul1,1102147,3,2,55,1,0,0,0,34.74,No Service,MA2G0080,15.534275,-7.027264
23,01-H Charghi,Amourj,Adel Bagrou,-6.71573,15.5848,Public,Rural,1020229,elmasgoul2,1102147,2,2,109,1,0,0,0,34.74,No Service,MA2G0080,15.534275,-7.027264
24,01-H Charghi,Amourj,Adel Bagrou,-6.81388,15.59697,Public,Rural,1020233,goubya,1102170,2,2,90,1,0,0,2,23.9,No Service,MA2G0080,15.534275,-7.027264
25,01-H Charghi,Amourj,Adel Bagrou,-6.51684,15.71794,Public,Rural,1020225,jelak,1102121,1,3,85,1,0,0,0,58.35,No Service,MA2G0080,15.534275,-7.027264
27,01-H Charghi,Amourj,Adel Bagrou,-7.0742,15.59701,Public,Rural,1020215,jrane,1102044,3,3,111,1,0,0,0,8.6,2G,MA2G0080,15.534275,-7.027264
29,01-H Charghi,Amourj,Adel Bagrou,-6.78673,15.62836,Public,Rural,1020235,leghdeia,1102176,2,2,63,1,0,0,0,27.81,No Service,MA2G0080,15.534275,-7.027264
30,01-H Charghi,Amourj,Adel Bagrou,-7.01948,15.51515,Public,Rural,1020238,lekreiss,1102272,2,2,59,1,0,0,0,2.28,2G,MA2G0080,15.534275,-7.027264
31,01-H Charghi,Amourj,Adel Bagrou,-7.08068,15.77479,Public,Rural,1020221,lguaayde,1102053,3,4,150,3,0,0,0,10.76,2G,MA2G0079,15.857435,-7.132927
32,01-H Charghi,Amourj,Adel Bagrou,-7.08711,15.58558,Public,Rural,1020287,lighatha,1102032,2,2,42,1,0,0,0,8.38,2G,MR2G0001,15.527149,-7.03771
35,01-H Charghi,Amourj,Adel Bagrou,-7.09759,15.95784,Public,Rural,1020209,magtaendernaya1,1102062,1,2,37,1,0,0,0,11.79,2G,MA2G0079,15.857435,-7.132927
36,01-H Charghi,Amourj,Adel Bagrou,-6.99742,15.63514,Public,Rural,1020230,medinarasselvil,1102212,2,2,65,1,0,0,0,14.15,2G,MA2G0080,15.534275,-7.027264
37,01-H Charghi,Amourj,Adel Bagrou,-6.86446,15.58752,Public,Rural,1020286,medinatargualett,1102241,2,2,113,1,0,0,0,18.42,2G,MA2G0080,15.534275,-7.027264
38,01-H Charghi,Amourj,Adel Bagrou,-7.11916,15.56753,Public,Rural,1020255,meghandia,1102029,1,2,59,1,0,0,0,37.86,No Service,MA2G0080,15.534275,-7.027264
39,01-H Charghi,Amourj,Adel Bagrou,-6.9818,15.52838,Public,Rural,1020267,moumenadioukriya,1102262,2,2,83,1,0,0,0,7.46,2G,MA2G0080,15.534275,-7.027264
40,01-H Charghi,Amourj,Adel Bagrou,-7.0404,15.6582,Public,Rural,1020204,mzeimid,1102049,2,2,96,1,0,0,0,13.85,2G,MA2G0080,15.534275,-7.027264
41,01-H Charghi,Amourj,Adel Bagrou,-7.00833,15.9945,Public,Rural,1020207,oumedhleymin,1102080,2,2,100,1,0,0,0,16.45,2G,MR2G0009,16.074931,-7.137483
43,01-H Charghi,Amourj,Adel Bagrou,-7.0946,15.88519,Public,Rural,1020275,rkayna,1102058,1,2,87,1,0,0,0,5.13,2G,MA2G0079,15.857435,-7.132927
44,01-H Charghi,Amourj,Adel Bagrou,-6.96943,15.97362,Public,Rural,1020241,Sabar,1102093,1,2,60,1,0,0,0,21.2,No Service,MR2G0009,16.074931,-7.137483
45,01-H Charghi,Amourj,Adel Bagrou,-7.03579,15.89752,Public,Rural,1020261,sivane1,1102083,4,6,254,4,0,0,0,9.59,2G,MA2G0079,15.857435,-7.132927
46,01-H Charghi,Amourj,Adel Bagrou,-7.037667,17.072333,Public,Rural,1020296,sivane2,1102085,1,2,31,1,0,0,0,11.3,2G,MA2G0079,15.857435,-7.132927
48,01-H Charghi,Amourj,Adel Bagrou,-6.84441,15.69758,Public,Rural,1020214,souviya,1102137,4,2,77,1,0,0,0,50.15,No Service,MA2G0080,15.534275,-7.027264
49,01-H Charghi,Amourj,Adel Bagrou,-7.06194,15.70203,Public,Rural,1020208,taganet,1102051,2,2,41,1,0,0,0,18.88,2G,MA2G0079,15.857435,-7.132927
59,01-H Charghi,Amourj,Adel Bagrou,-6.88201,15.68013,Public,Rural,1020273,Toug tghir,1102026,1,2,50,1,0,0,0,22.99,No Service,MA2G0080,15.534275,-7.027264
61,01-H Charghi,Amourj,Adel Bagrou,-7.0304,16.03999,Public,Rural,1020228,Vary 2,1102076,1,1,28,1,0,0,0,12.08,2G,MR2G0009,16.074931,-7.137483
50,01-H Charghi,Amourj,Adel Bagrou,-7.0461,15.98955,Public,Rural,1020212,vassala2,1102064,2,2,49,1,0,0,0,13.62,2G,MR2G0009,16.074931,-7.137483
51,01-H Charghi,Amourj,Adel Bagrou,-6.95515,17.053017,Public,Rural,1020231,zeraiviate,1102095,1,2,97,1,0,0,0,25.19,No Service,MR2G0009,16.074931,-7.137483
52,01-H Charghi,Amourj,Adel Bagrou,-6.92354,15.97989,Public,Rural,1020231,Zraviya,1102095,1,2,97,1,0,0,0,25.19,No Service,MR2G0009,16.074931,-7.137483
66,01-H Charghi,Amourj,Amourj,-7.21633,16.111,Public,Urbain,1020101,amourj1,1101001,8,8,333,17,0,0,8,0.38,2G,MC2G0157,16.1092,-7.2133
67,01-H Charghi,Amourj,Amourj,-7.27362,16.1102,Public,Rural,1020103,amourjelbil,1101004,1,2,21,1,0,0,0,6.44,2G,MC2G0157,16.1092,-7.2133
68,01-H Charghi,Amourj,Amourj,-7.21654,16.10219,Public,Urbain,1020107,ecolenoukhbaemourj4,1101001,6,6,340,11,0,0,2,0.84,2G,MA2G0078,16.101608,-7.20872
69,01-H Charghi,Amourj,Amourj,-7.12807,16.0739,Public,Rural,1020104,oumouenourat,1101011,5,6,147,6,0,0,0,1.47,2G,MR2G0009,16.074931,-7.137483
70,01-H Charghi,Amourj,Amourj,-7.27362,16.1102,Public,Rural,1020103,sava+complexamourjelbel,1101003,1,2,28,2,0,0,0,6.44,2G,MC2G0157,16.1092,-7.2133
71,01-H Charghi,Amourj,Bougadoum,-7.48446,15.63965,Public,Rural,1020348,aiinveteh,1103152,1,2,87,1,0,0,0,17.45,2G,MA2G0141,15.77411,-7.40041
141,01-H Charghi,Amourj,Bougadoum,-7.34953,15.75209,Public,Rural,1020351,Beibacar Taher,1103292,1,2,59,1,0,0,0,6.37,2G,MA2G0141,15.77411,-7.40041
72,01-H Charghi,Amourj,Bougadoum,-7.32564,16.04816,Public,Rural,1020376,boueech1,1103343,1,2,50,1,0,0,0,13.79,2G,MC2G0157,16.1092,-7.2133
74,01-H Charghi,Amourj,Bougadoum,-7.36816,15.87137,Public,Rural,1020301,bouguadoum,1103312,2,2,64,1,0,0,0,11.35,2G,MA2G0141,15.77411,-7.40041
75,01-H Charghi,Amourj,Bougadoum,-7.24523,15.99848,Public,Rural,1020336,boumessoud,1103007,2,3,100,2,0,0,0,12.11,2G,MA2G0078,16.101608,-7.20872
76,01-H Charghi,Amourj,Bougadoum,-7.68079,15.86014,Public,Rural,1020316,boutib1,1103224,2,5,216,3,0,0,0,31.48,No Service,MA2G0141,15.77411,-7.40041
77,01-H Charghi,Amourj,Bougadoum,-7.573483,15.84775,Public,Rural,1020383,boutib2,1103223,2,3,145,1,0,0,0,32.93,No Service,MA2G0141,15.77411,-7.40041
78,01-H Charghi,Amourj,Bougadoum,-7.504667,15.5141,Public,Rural,1020400,boutib3,1103230,1,2,106,1,0,0,0,31.48,No Service,MA2G0141,15.77411,-7.40041
145,01-H Charghi,Amourj,Bougadoum,-7.23791,15.81632,Public,Rural,1020307,Dar barka 2,1103144,1,1,50,1,0,0,0,13.81,2G,MA2G0079,15.857435,-7.132927
79,01-H Charghi,Amourj,Bougadoum,-7.37463,15.65457,Public,Rural,1020306,darelberke1,1103015,1,2,94,1,0,0,0,13.81,2G,MA2G0079,15.857435,-7.132927
80,01-H Charghi,Amourj,Bougadoum,-7.27462,15.50911,Public,Rural,1020305,darsalama1,1103171,1,2,32,1,0,0,0,25.46,No Service,MR2G0001,15.527149,-7.03771
81,01-H Charghi,Amourj,Bougadoum,-7.25459,15.62858,Public,Rural,1020311,dieigui1,1103049,2,2,38,1,0,0,0,22.48,No Service,MA2G0141,15.77411,-7.40041
82,01-H Charghi,Amourj,Bougadoum,-7.23143,15.62671,Public,Rural,1020312,dieigui2,1103048,2,2,44,1,0,0,0,23.52,No Service,MR2G0001,15.527149,-7.03771
83,01-H Charghi,Amourj,Bougadoum,-7.40948,15.57814,Public,Rural,1020319,drougal,1103119,2,2,89,1,0,0,1,18.16,2G,MA2G0141,15.77411,-7.40041
85,01-H Charghi,Amourj,Bougadoum,-7.42715,16.00858,Public,Rural,1020378,eaweinetttijett,1103329,1,2,33,1,0,0,0,25.44,No Service,MC2G0157,16.1092,-7.2133
86,01-H Charghi,Amourj,Bougadoum,-6.97366,15.89162,Public,Rural,1020361,echayevsaria,1103029,1,2,85,1,0,0,0,17.45,2G,MA2G0079,15.857435,-7.132927
135,01-H Charghi,Amourj,Bougadoum,-7.21935,15.84469,Public,Rural,1020315,Echbar,1103019,3,6,178,5,0,0,0,9.35,2G,MA2G0079,15.857435,-7.132927
87,01-H Charghi,Amourj,Bougadoum,-7.343,15.66855,Public,Rural,1020350,egneybtladem,1103140,1,2,48,1,0,0,0,13.25,2G,MA2G0141,15.77411,-7.40041
137,01-H Charghi,Amourj,Bougadoum,-7.36712,15.73089,Public,Rural,1020335,Eksar Demba,1103287,1,2,90,1,0,0,0,5.98,2G,MA2G0141,15.77411,-7.40041
92,01-H Charghi,Amourj,Bougadoum,-7.39384,15.72746,Public,Rural,1020347,eljedide2,1103276,1,2,78,1,0,0,0,5.23,2G,MA2G0141,15.77411,-7.40041
95,01-H Charghi,Amourj,Bougadoum,-7.40142,15.7743,Public,Rural,1020310,elmebdoua2,1103273,4,6,261,4,0,0,0,0.11,2G,MA2G0141,15.77411,-7.40041
100,01-H Charghi,Amourj,Bougadoum,-7.61583,15.79015,Public,Rural,1020313,gueteeembeiguou,1103238,3,3,117,2,0,0,0,23.12,No Service,MA2G0141,15.77411,-7.40041
143,01-H Charghi,Amourj,Bougadoum,-7.59918,15.65479,Public,Rural,1020337,Jajouby,1103201,1,2,66,1,0,0,0,25.07,No Service,MA2G0141,15.77411,-7.40041
103,01-H Charghi,Amourj,Bougadoum,-7.2677,15.93526,Public,Rural,1020364,laetig,1103341,1,2,67,1,0,0,0,19.61,2G,MA2G0078,16.101608,-7.20872
104,01-H Charghi,Amourj,Bougadoum,-7.50196,15.81456,Public,Rural,1020323,legdour,1103247,3,7,284,3,0,0,0,11.76,2G,MA2G0141,15.77411,-7.40041
106,01-H Charghi,Amourj,Bougadoum,-7.58485,15.69098,Public,Rural,1020321,lemba,1103199,2,2,66,1,0,0,0,21.8,No Service,MA2G0141,15.77411,-7.40041
108,01-H Charghi,Amourj,Bougadoum,-7.29053,15.51219,Public,Rural,1020343,madina,1103063,1,2,62,1,0,0,0,29.37,No Service,MA2G0141,15.77411,-7.40041
110,01-H Charghi,Amourj,Bougadoum,-7.427267,15.512283,Public,Rural,1020374,mahemoda2,1103081,2,2,49,1,0,0,0,23.26,No Service,MA2G0141,15.77411,-7.40041
151,01-H Charghi,Amourj,Bougadoum,-7.30821,15.58468,Public,Rural,1020374,Mahmouda 2,1103081,2,2,49,1,0,0,0,23.26,No Service,MA2G0141,15.77411,-7.40041
111,01-H Charghi,Amourj,Bougadoum,-7.4289,15.86645,Public,Rural,1020403,masegolrewah,1103301,1,1,57,1,0,0,0,31.72,No Service,MR2G0001,15.527149,-7.03771
113,01-H Charghi,Amourj,Bougadoum,-7.10374,15.70565,Public,Rural,1020325,mazouziya,1103027,5,6,235,5,1,0,4,17.16,2G,MA2G0079,15.857435,-7.132927
149,01-H Charghi,Amourj,Bougadoum,-7.3742,15.78883,Public,Rural,1020309,Mebdouaa 1,1103296,6,6,252,7,0,0,0,3.25,2G,MA2G0141,15.77411,-7.40041
114,01-H Charghi,Amourj,Bougadoum,-7.37278,15.61206,Public,Rural,1020359,medroumladem,1103115,2,2,53,1,0,0,0,18.26,2G,MA2G0141,15.77411,-7.40041
115,01-H Charghi,Amourj,Bougadoum,-7.2677,15.93526,Public,Rural,1020364,mentelibanha,1103011,1,2,45,1,0,0,0,16.81,2G,MA2G0079,15.857435,-7.132927
116,01-H Charghi,Amourj,Bougadoum,-7.20493,15.64139,Public,Rural,1020363,ndreinawi,1103048,1,2,49,1,0,0,0,21.96,No Service,MR2G0001,15.527149,-7.03771
117,01-H Charghi,Amourj,Bougadoum,-7.19431,15.64259,Public,Rural,1020362,nezaha,1103042,1,2,55,1,0,0,0,21.12,No Service,MR2G0001,15.527149,-7.03771
118,01-H Charghi,Amourj,Bougadoum,-7.35177,15.8049,Public,Rural,1020329,nour1,1103295,2,2,85,1,0,0,0,6.23,2G,MA2G0141,15.77411,-7.40041
119,01-H Charghi,Amourj,Bougadoum,-7.20283,16.02031,Public,Rural,1020377,oumdreissa,1103002,1,2,33,1,0,0,0,9.06,2G,MA2G0078,16.101608,-7.20872
120,01-H Charghi,Amourj,Bougadoum,-7.6826,15.78168,Public,Rural,1020317,oumeecheich1,1103213,3,5,202,3,0,0,0,30.21,No Service,MA2G0141,15.77411,-7.40041
121,01-H Charghi,Amourj,Bougadoum,-7.63438,15.71746,Public,Rural,1020330,oumjoufan,1103204,1,2,103,1,0,0,0,25.82,No Service,MA2G0141,15.77411,-7.40041
138,01-H Charghi,Amourj,Bougadoum,-7.31849,15.72113,Public,Rural,1020391,rachid,1103290,1,2,60,1,0,0,0,9.35,2G,MA2G0079,15.857435,-7.132927
123,01-H Charghi,Amourj,Bougadoum,-7.370117,15.65075,Public,Rural,1020338,seileborejaje,1103284,1,2,76,1,0,0,0,10.21,2G,MA2G0141,15.77411,-7.40041
124,01-H Charghi,Amourj,Bougadoum,-7.4543,15.79859,Public,Rural,1020345,seileelwassaa,1103271,1,2,49,1,0,0,0,6.88,2G,MA2G0141,15.77411,-7.40041
125,01-H Charghi,Amourj,Bougadoum,-7.13564,15.79967,Public,Rural,1020320,sent1,1103024,2,2,131,1,0,0,0,6.43,2G,MA2G0079,15.857435,-7.132927
146,01-H Charghi,Amourj,Bougadoum,-7.38783,15.68305,Public,Rural,1020338,Silla berjaj,1103284,1,2,76,1,0,0,0,10.21,2G,MA2G0141,15.77411,-7.40041
142,01-H Charghi,Amourj,Bougadoum,-7.53811,15.67041,Public,Rural,1020349,Tendy,1103197,2,2,68,1,0,0,0,18.71,2G,MA2G0141,15.77411,-7.40041
130,01-H Charghi,Amourj,Bougadoum,-7.45627,15.87346,Public,Rural,1020327,tichilitanderna,1103302,1,2,87,1,0,0,0,12.56,2G,MA2G0141,15.77411,-7.40041
131,01-H Charghi,Amourj,Bougadoum,-7.30877,15.53115,Public,Rural,1020332,tichilitelgharga,1103076,3,2,68,1,0,0,0,28.74,No Service,MA2G0141,15.77411,-7.40041
132,01-H Charghi,Amourj,Bougadoum,-7.3235,15.7894,Public,Urbain,1020308,tiguenga,1103294,2,2,94,1,0,0,0,8.4,2G,MA2G0141,15.77411,-7.40041
147,01-H Charghi,Amourj,Bougadoum,-7.45472,15.64685,Public,Rural,1020342,Vayer,1103147,1,2,87,1,0,0,0,15.3,2G,MA2G0141,15.77411,-7.40041
133,01-H Charghi,Amourj,Bougadoum,-7.38579,16.0192,Public,Rural,1020333,zerig,1103331,1,1,40,1,0,0,0,20.97,No Service,MC2G0157,16.1092,-7.2133
153,01-H Charghi,Basseknou,Basseknou,-5.95099,15.8628,Public,Urbain,1030103,basknou3,1201001,8,8,584,11,1,0,4,0.13,2G,MR2G0017,15.861677,-5.951089
154,01-H Charghi,Basseknou,Basseknou,-5.95099,15.8628,Public,Urbain,1030102,basseknou2,1201001,8,8,789,12,1,0,6,0.13,2G,MR2G0017,15.861677,-5.951089
165,01-H Charghi,Basseknou,Dhar,-6.40554,15.67997,Public,Rural,1030241,Breiya,1204007,1,2,29,1,0,0,0,51.23,No Service,MC2G0159,15.8572,-5.9636
155,01-H Charghi,Basseknou,Dhar,-6.951667,15.9042,Public,Rural,1030244,emattlaekariche,1204021,1,2,48,1,0,0,0,60,No Service,MA2G0081,15.872574,-5.963169
157,01-H Charghi,Basseknou,Dhar,-6.53196,15.93741,Public,Rural,1030210,Ikenbane,1204025,1,2,33,1,0,0,0,61.25,No Service,MA2G0081,15.872574,-5.963169
173,01-H Charghi,Basseknou,Dhar,-6.43222,15.86487,Public,Rural,1030212,Lageila,1204016,1,2,52,1,0,0,0,50.17,No Service,MC2G0159,15.8572,-5.9636
175,01-H Charghi,Basseknou,Dhar,-6.60976,16.02448,Public,Rural,1030206,Legneiba,1204024,4,6,209,4,1,0,4,50.17,No Service,MC2G0159,15.8572,-5.9636
163,01-H Charghi,Basseknou,Dhar,-6.70008,16.03429,Public,Rural,1030207,Zemraguiya,1204031,1,2,58,1,0,0,0,46.96,No Service,MR2G0009,16.074931,-7.137483
158,01-H Charghi,Basseknou,Dhar,-6.1514,15.83521,Public,Rural,1030205,اركن,1204001,2,3,84,1,0,0,0,20.24,No Service,MC2G0159,15.8572,-5.9636
160,01-H Charghi,Basseknou,Dhar,-6.36344,16.14811,Public,Rural,1030228,اشايف,1204026,1,2,71,1,0,0,0,52.62,No Service,MA2G0081,15.872574,-5.963169
162,01-H Charghi,Basseknou,Dhar,-6.51059,16.04016,Public,Rural,1030213,اكطيعاقوم,1204022,1,3,60,1,0,0,0,61.42,No Service,MA2G0081,15.872574,-5.963169
167,01-H Charghi,Basseknou,Dhar,-6.68964,16.28383,Public,Rural,1030209,دنداره,1204029,2,3,107,1,0,0,0,53.17,No Service,MR2G0009,16.074931,-7.137483
168,01-H Charghi,Basseknou,Dhar,-6.65197,16.29665,Public,Rural,99999999,دويويره,1204028,2,3,46,1,0,0,0,57.41,No Service,MR2G0009,16.074931,-7.137483
170,01-H Charghi,Basseknou,Dhar,-6.63865,16.11878,Public,Rural,1030202,كرك,1204030,3,6,160,4,0,0,0,53.52,No Service,MR2G0009,16.074931,-7.137483
177,01-H Charghi,Basseknou,El Megve,-5.69533,16.03179,Public,Rural,1030301,اغور,1202018,3,6,302,3,0,0,0,22.91,No Service,MA2G0155,15.84577,-5.78749
179,01-H Charghi,Basseknou,El Megve,-5.80764,15.86554,Public,Rural,1030305,امبره1,1202022,2,2,61,1,1,0,3,3.08,2G,MA2G0155,15.84577,-5.78749
181,01-H Charghi,Basseknou,El Megve,-5.4687,16.122,Public,Rural,1030302,حاسياطويل,1202009,2,4,84,2,0,0,0,45.88,No Service,MA2G0155,15.84577,-5.78749
183,01-H Charghi,Basseknou,El Megve,-5.47811,15.88142,Public,Rural,1030303,لكران,1202006,2,4,122,2,0,0,0,33.33,No Service,MA2G0155,15.84577,-5.78749
198,01-H Charghi,Basseknou,Vessale,-5.62046,15.83961,Public,Rural,1030420,Hassi ehel cheikh,1203034,1,3,51,1,0,0,0,18.87,2G,MC2G0159,15.8572,-5.9636
185,01-H Charghi,Basseknou,Vessale,-5.51242,15.52388,Public,Rural,1030425,ادوينكاره,1203002,1,2,23,1,0,0,0,3.75,2G,MA2G0082,15.556712,-5.520615
186,01-H Charghi,Basseknou,Vessale,-5.61855,15.58829,Public,Rural,1030413,اكليف,1203042,2,3,80,1,0,0,0,11.06,2G,MA2G0082,15.556712,-5.520615
190,01-H Charghi,Basseknou,Vessale,-5.51797,15.59145,Public,Rural,1030405,المخلاولادعلوش,1203038,1,2,29,1,0,0,0,3.74,2G,MR2G0100,15.55784,-5.51996
196,01-H Charghi,Basseknou,Vessale,-5.52775,15.55879,Public,Rural,1030424,اهلاسراب,1203001,1,2,35,1,0,0,0,0.8,2G,MA2G0082,15.556712,-5.520615
200,01-H Charghi,Basseknou,Vessale,-5.56678,15.73623,Public,Rural,1030410,حاسياولادعلوش,1203037,2,2,48,1,0,0,0,20.46,No Service,MR2G0100,15.55784,-5.51996
202,01-H Charghi,Basseknou,Vessale,-5.91436,15.72873,Public,Rural,1030429,حاسيمحمدلعلي,1203022,1,1,40,1,0,0,0,15.06,2G,MA2G0129,15.860001,-5.948867
203,01-H Charghi,Basseknou,Vessale,-5.70452,15.50437,Public,Rural,1030403,خيرالكاني1,1203007,2,2,91,1,0,0,0,20.54,No Service,MA2G0082,15.556712,-5.520615
205,01-H Charghi,Basseknou,Vessale,-5.80234,15.65031,Public,Rural,1030426,سيساكو,1203025,2,2,85,1,1,0,0,21.79,No Service,MA2G0155,15.84577,-5.78749
207,01-H Charghi,Basseknou,Vessale,-5.51745,15.55437,Public,Rural,1030401,فاله1,1203001,8,6,511,8,0,0,4,0.43,2G,MA2G0082,15.556712,-5.520615
212,01-H Charghi,Basseknou,Vessale,-5.52378,15.56087,Public,Rural,1030423,فصاله3,1203001,6,6,466,8,0,1,8,0.53,2G,MR2G0100,15.55784,-5.51996
216,01-H Charghi,Basseknou,Vessale,-5.74147,15.62534,Public,Rural,1030409,كصن,1203027,3,6,258,3,0,0,0,24.85,No Service,MA2G0082,15.556712,-5.520615
218,01-H Charghi,Basseknou,Vessale,-5.64081,15.54935,Public,Rural,1030406,كنجرله,1203005,3,6,212,3,0,0,0,12.9,2G,MA2G0082,15.556712,-5.520615
223,01-H Charghi,Basseknou,Vessale,-5.59562,15.5065,Public,Rural,1030417,مدلله,1203003,1,2,49,1,0,0,0,9.78,2G,MA2G0082,15.556712,-5.520615
225,01-H Charghi,Basseknou,Vessale,-5.56842,15.60024,Public,Rural,1030404,نيره,1203040,2,4,111,1,0,0,0,7.01,2G,MR2G0100,15.55784,-5.51996
551,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.886917,16.378067,Public,Urbain,1040221,AOUENAT3,1305034,4,4,131,5,0,0,0,0.92,2G,MR2G0040,16.379083,-8.878389
552,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.69033,16.31612,Public,Rural,1040205,ècolehassiabdi1,1305010,2,4,78,5,0,0,0,0.58,2G,MR2G0047,16.318056,-8.695333
553,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.72166,16.21275,Public,Rural,1040203,ècolehassinbeg,1305022,3,6,123,5,0,0,0,11.41,2G,MA2G0071,16.297377,-8.66116
554,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.86996,16.16401,Public,Rural,1040209,ècolekhoukhri,1305026,3,6,94,3,0,0,0,23.93,No Service,MR2G0040,16.379083,-8.878389
555,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.87352,16.31342,Public,Rural,1040206,ècolezwaghir,1305029,1,2,25,1,0,0,0,7.32,2G,MR2G0040,16.379083,-8.878389
560,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.68513,16.2515,Public,Rural,1040208,الدنبايه,1305011,2,2,60,1,0,0,0,5.71,2G,MA2G0071,16.297377,-8.66116
561,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.65346,16.39634,Public,Rural,1040202,مدرسةالدفعه,1305008,4,6,176,5,0,0,0,9.78,2G,MR2G0047,16.318056,-8.695333
562,01-H Charghi,Djiguenni,Aoueinat Ez Bel,-8.83199,16.35913,Public,Rural,1040204,مدرسةحاسيالسالك,1305033,3,6,182,7,1,0,4,5.3,2G,MA2G0143,16.37937,-8.87696
