IDORDRE,Wilaya,Moughataa,Commune,LON,LAT,Type,Milieu,School Code,Name of the school,Locality Code,Classrooms,Divisions,Students,Teachers,Water,Electricity,Latrines,Tower_Distance,Type of Service,Tower Details,Tower_Latitude,Tower_Longitude
1528,04-GORGOL,Kaedi,Toghomadi,-13.26329,15.78171,Public,Rural,4010702,Koundel1,4106006,7,6,360,7,1,0,0,15.52,2G,MC2G0056,15.652283,-13.209069
1529,04-GORGOL,Kaedi,Toghomadi,-13.24143,15.72846,Public,Rural,4010701,Tokomaji,4106001,5,6,241,5,0,0,4,9.15,2G,MC2G0056,15.652283,-13.209069
1530,04-GORGOL,Kaedi,Toghomadi,-13.20868,15.79602,Public,Rural,4010711,امبول,4106005,3,4,165,2,0,0,0,15.98,2G,MC2G0056,15.652283,-13.209069
1531,04-GORGOL,Kaedi,Toghomadi,-13.29518,15.89561,Public,Rural,4010709,بول1,4106012,1,2,69,1,0,0,2,28.58,No Service,MC2G0056,15.652283,-13.209069
1532,04-GORGOL,Kaedi,Toghomadi,-13.29698,15.8823,Public,Rural,4010703,دارالبركه,4106010,2,4,145,3,0,0,1,27.25,No Service,MC2G0056,15.652283,-13.209069
1609,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.8889,16.25001,Public,Rural,4030219,akraaalfile,4307034,1,2,38,1,0,0,0,15.65,2G,MA2G0105,16.166018,-13.006496
1610,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.79379,16.35592,Public,Rural,4030212,akraajmale,4307032,1,2,66,1,0,0,0,11.48,2G,MC2G0064,16.286233,-12.714433
1611,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.74486,16.40856,Public,Rural,4030215,BathaEhelSidi,4307001,1,2,109,1,0,0,0,13.98,2G,MC2G0064,16.286233,-12.714433
1612,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.29658,16.23612,Public,Rural,4030201,charkhttttiyab,4307005,3,6,325,3,0,0,4,13.29,2G,MC2G0064,16.286233,-12.714433
1613,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.76518,16.44767,Public,Rural,4030217,EhelBeibacar,4307008,1,2,97,1,0,0,0,18.75,2G,MC2G0064,16.286233,-12.714433
1614,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.62068,16.34939,Public,Rural,4030218,EhelBouceif,4307041,1,2,58,1,0,0,0,3.62,2G,MC2G0064,16.286233,-12.714433
1615,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.77018,16.41663,Public,Rural,4030208,EhelElMeymine,4307048,1,1,30,1,0,0,0,15.67,2G,MC2G0064,16.286233,-12.714433
1616,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.79573,16.28535,Public,Rural,4030205,Oudéyloutt,4307024,1,2,80,1,0,0,0,8.68,2G,MC2G0064,16.286233,-12.714433
1617,04-GORGOL,M’Boud,Chelkhet Tiyab,-12.83384,16.28157,Public,Rural,4030202,الفدرة,4307026,2,4,114,2,0,0,0,12.76,2G,MC2G0064,16.286233,-12.714433
1618,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.79508,16.19064,Public,Rural,4030305,biddizguen,4305027,2,4,155,2,1,0,0,13.43,2G,MC2G0033,15.510306,-12.472417
1619,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.70059,16.17979,Public,Rural,4030304,deybabe,4305015,2,2,65,1,0,0,2,20.49,No Service,MR2G0071,15.510125,-12.8457
1620,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.73877,16.40345,Public,Rural,4030311,edebayehleguelay,4305009,1,2,133,1,0,0,3,11.67,2G,MA2G0107,15.763519,-12.783528
1621,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.77352,16.17571,Public,Rural,4030301,eheloumareli,4305004,2,2,127,1,0,0,2,6.62,2G,MA2G0107,15.763519,-12.783528
1622,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.83811,16.0946,Public,Rural,4030307,elkhadhara2,4305010,2,2,101,1,0,0,2,12.86,2G,MA2G0107,15.763519,-12.783528
1623,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.86191,16.07834,Public,Rural,4030303,enhal,4305014,1,2,34,2,0,0,2,21.17,No Service,MR2G0078,15.74554,-12.47426
1627,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.79689,16.30277,Public,Rural,4030320,Kajama,4305016,1,3,40,1,0,0,0,19.16,2G,MA2G0107,15.763519,-12.783528
1624,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.73207,16.26559,Public,Rural,4030317,ouladaadda,4305025,1,1,33,1,0,0,1,12.64,2G,MC2G0033,15.510306,-12.472417
1626,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.75147,15.97971,Public,Rural,4030306,Taghout Allah,4305024,1,2,84,1,0,0,2,10.42,2G,MC2G0033,15.510306,-12.472417
1625,04-GORGOL,M’Boud,Edebaye Ehel Guelaye,-12.85588,16.28392,Public,Rural,4030319,weydamour,4305019,2,2,81,1,0,0,3,15.52,2G,MA2G0107,15.763519,-12.783528
1628,04-GORGOL,M’Boud,Lahrach,-12.50585,16.21461,Public,Rural,4030508,awachkache,4308029,1,2,50,1,0,0,0,22.7,No Service,MR2G0069,16.0231,-12.5795
1629,04-GORGOL,M’Boud,Lahrach,-12.7206,16.14933,Public,Rural,4030511,Awcheykich,4308032,3,2,102,1,0,0,1,22.7,No Service,MR2G0069,16.0231,-12.5795
1630,04-GORGOL,M’Boud,Lahrach,-12.44566,16.26491,Public,Rural,4030507,charkhatt/awladalhaj,4308036,3,3,150,2,0,0,8,28.79,No Service,MC2G0064,16.286233,-12.714433
1631,04-GORGOL,M’Boud,Lahrach,-12.60224,16.27216,Public,Rural,4030513,EhelZahle,4308013,1,2,84,1,0,0,0,12.08,2G,MC2G0064,16.286233,-12.714433
1632,04-GORGOL,M’Boud,Lahrach,-12.45211,16.37922,Public,Rural,4030501,Lahrach1,4308005,5,6,297,3,0,0,4,29.84,No Service,MC2G0064,16.286233,-12.714433
1634,04-GORGOL,M’Boud,Lahrach,-12.39633,15.89444,Public,Rural,4030512,Leyout ehel bouseif,4308024,1,3,68,1,0,0,0,12.22,2G,MC2G0064,16.286233,-12.714433
1633,04-GORGOL,M’Boud,Lahrach,-12.42888,16.31145,Public,Rural,4030503,احسيتزكره,4308040,1,2,80,1,0,0,0,30.6,No Service,MC2G0064,16.286233,-12.714433
1635,04-GORGOL,M’Boud,M’Boud,-12.61552,16.05246,Public,Rural,4030104,ekweyde,4301009,1,2,85,1,0,0,4,5,2G,MC2G0196,16.0213,-12.5818
1636,04-GORGOL,M’Boud,M’Boud,-12.38766,16.124,Privé,Rural,4030106,endoule,4301015,1,2,162,1,1,0,4,5,2G,MC2G0196,16.0213,-12.5818
1637,04-GORGOL,M’Boud,M’Boud,-12.5827,16.02147,Public,Urbain,4030101,امبود1,4301001,13,13,908,16,1,0,0,0.1,2G,MC2G0196,16.0213,-12.5818
1638,04-GORGOL,M’Boud,M’Boud,-12.5827,16.02147,Public,Urbain,4030102,امبود2,4301001,12,11,888,15,1,0,2,0.1,2G,MC2G0196,16.0213,-12.5818
1639,04-GORGOL,M’Boud,M’Boud,-12.5827,16.02147,Public,Urbain,4030103,امبودادباي,4301003,13,14,1203,18,0,0,2,0.1,2G,MC2G0196,16.0213,-12.5818
1640,04-GORGOL,M’Boud,N’Djadjbenni Gandéga,-12.50018,15.6208,Public,Rural,4030706,alman,4304018,2,6,257,3,0,0,0,6.64,2G,MA2G0109,15.743573,-12.47045
1641,04-GORGOL,M’Boud,N’Djadjbenni Gandéga,-12.80957,16.3556,Public,Rural,4030703,betjegehelali,4304010,1,2,91,1,0,0,0,10.63,2G,MR2G0078,15.74554,-12.47426
1642,04-GORGOL,M’Boud,N’Djadjbenni Gandéga,-12.77121,16.42689,Public,Rural,4030702,dadbenicherve,4304005,5,7,477,6,0,1,6,4.64,2G,MR2G0078,15.74554,-12.47426
1643,04-GORGOL,M’Boud,N’Djadjbenni Gandéga,-12.71335,15.98944,Public,Rural,4030712,elbouniye,4304013,1,2,58,1,0,0,0,12.53,2G,MR2G0078,15.74554,-12.47426
1644,04-GORGOL,M’Boud,N’Djadjbenni Gandéga,-12.67731,15.62482,Public,Rural,4030709,khalouapell,4304004,1,2,88,1,0,0,0,6.77,2G,MR2G0078,15.74554,-12.47426
1645,04-GORGOL,M’Boud,N’Djadjbenni Gandéga,-12.74226,16.0889,Public,Rural,4030711,loureima,4304008,1,2,95,1,0,0,2,11.48,2G,MR2G0078,15.74554,-12.47426
1648,04-GORGOL,M’Boud,Souve,-12.07298,15.96263,Public,Rural,4030610,complexemel,4309034,4,8,248,3,0,0,0,22.98,No Service,MR2G0020,15.8202222,-12.22875
1649,04-GORGOL,M’Boud,Souve,-12.25774,15.95133,Public,Rural,4030603,ehssaiechamiss,4309039,1,2,74,1,0,0,0,14.9,2G,MR2G0020,15.8202222,-12.22875
1650,04-GORGOL,M’Boud,Souve,-12.17789,16.05048,Public,Rural,4030606,elwivagh,4309014,1,2,65,1,0,0,0,26.17,No Service,MR2G0020,15.8202222,-12.22875
1651,04-GORGOL,M’Boud,Souve,-12.22793,15.92286,Public,Rural,4030602,ewdeylmguil,4309038,1,2,143,1,0,0,0,11.41,2G,MR2G0020,15.8202222,-12.22875
1653,04-GORGOL,M’Boud,Souve,-12.23763,16.03282,Public,Rural,4030604,varaeladem,4309002,3,6,195,3,1,0,4,23.66,No Service,MR2G0020,15.8202222,-12.22875
1654,04-GORGOL,M’Boud,Souve,-12.2802,15.93463,Public,Rural,4030615,velka,4309041,1,2,30,1,0,0,0,13.86,2G,MR2G0020,15.8202222,-12.22875
1656,04-GORGOL,M’Boud,Souve,-12.18111,15.90543,Privé,Rural,4030614,حاييلبيظ,4309035,1,2,55,1,0,0,0,10.76,2G,MR2G0020,15.8202222,-12.22875
1657,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-15.54893,16.65655,Public,Rural,4030924,achweyiv,4303026,2,2,65,1,0,0,1,8.91,2G,MR2G0069,16.0231,-12.5795
1658,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.62862,16.68866,Public,Rural,4030924,achweyiv,4303026,2,2,65,1,0,0,1,8.91,2G,MR2G0069,16.0231,-12.5795
1669,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.54461,15.67811,Public,Rural,4030904,Bou aasla,4303042,2,3,169,1,0,0,0,7.64,2G,MC2G0023,15.807139,-12.23675
1660,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.54359,15.72966,Public,Rural,4030905,echkata,4303012,2,2,96,1,0,0,0,13.72,2G,MR2G0020,15.8202222,-12.22875
1661,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.53124,15.64708,Public,Rural,4030921,edebayedavoue,4303016,1,2,66,1,0,0,0,12.05,2G,MC2G0023,15.807139,-12.23675
1667,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.49798,15.71064,Public,Rural,4030903,El hamdhiya 1,4303023,2,2,99,1,0,0,1,16.37,2G,MR2G0069,16.0231,-12.5795
1662,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.51622,15.66369,Public,Rural,4030907,elhamdiye2,4303018,1,2,65,1,0,0,3,16.37,2G,MR2G0069,16.0231,-12.5795
1665,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.31341,15.98053,Public,Rural,4030901,taringuaehelmoulayeli,4303001,1,2,104,1,0,0,2,19.99,2G,MR2G0020,15.8202222,-12.22875
1666,04-GORGOL,M’Boud,Terenguel Ehel Moulaye Ely,-12.41911,15.71002,Public,Rural,4030906,welgroun,4303013,1,2,72,1,0,0,2,19.23,2G,MR2G0020,15.8202222,-12.22875
1670,04-GORGOL,M’Boud,Tikobra,-12.34464,16.09229,Public,Rural,4030802,edebayticobra,4302030,4,4,343,2,0,1,4,26.25,No Service,MR2G0069,16.0231,-12.5795
1671,04-GORGOL,M’Boud,Tikobra,-12.31015,15.91556,Public,Rural,4030806,edelgha,4302026,2,2,70,1,0,0,0,26.25,No Service,MR2G0069,16.0231,-12.5795
1677,04-GORGOL,M’Boud,Tikobra,-12.43952,15.9633,Public,Rural,4030808,Jeich ehel sidi ali,4302017,1,2,61,1,0,0,0,39.51,No Service,MR2G0069,16.0231,-12.5795
1678,04-GORGOL,M’Boud,Tikobra,-12.32635,15.8966,Public,Rural,4030811,Lemseigem,4302039,1,2,54,1,1,0,0,11.65,2G,MR2G0069,16.0231,-12.5795
1673,04-GORGOL,M’Boud,Tikobra,-12.3082,15.80785,Public,Rural,4030805,lguneybe,4302021,2,4,144,2,0,0,0,33.3,No Service,MR2G0020,15.8202222,-12.22875
1676,04-GORGOL,M’Boud,Tikobra,-12.25355,16.11878,Public,Rural,4030801,ticobramzairigua,4302029,2,4,225,2,0,0,1,33.3,No Service,MR2G0020,15.8202222,-12.22875
1679,04-GORGOL,M’Boud,Voum Legleite,-12.80376,16.19156,Public,Rural,4030412,akwaydawlali,4306015,2,4,127,2,0,0,2,12.92,2G,MA2G0173,16.09225,-12.74103
1683,04-GORGOL,M’Boud,Voum Legleite,-12.7206,16.14933,Public,Rural,4030511,mssabkoub,4306052,2,2,62,1,0,0,0,6.71,2G,MA2G0173,16.09225,-12.74103
1690,04-GORGOL,M’Boud,Voum Legleite,-12.18111,15.90543,Public,Rural,4030423,Ould ali elhisyane,4306016,1,2,53,1,0,0,1,8.26,2G,MC2G0064,16.286233,-12.714433
1684,04-GORGOL,M’Boud,Voum Legleite,-12.66437,16.11389,Public,Rural,4030428,rakna,4306019,1,2,51,1,0,0,2,8.54,2G,MA2G0173,16.09225,-12.74103
1686,04-GORGOL,M’Boud,Voum Legleite,-12.93364,16.16307,Public,Rural,4030425,SinthianeBandone,4306012,1,2,44,1,0,0,1,7.79,2G,MA2G0105,16.166018,-13.006496
1687,04-GORGOL,M’Boud,Voum Legleite,-12.50585,16.21461,Public,Rural,4030408,ttrama,4306034,2,3,122,2,0,0,0,5.6,2G,MR2G0092,16.04861,-12.81956
1688,04-GORGOL,M’Boud,Voum Legleite,-12.67945,16.16782,Public,Rural,4030402,Voumgleita2,4306027,4,6,408,5,0,0,4,10.67,2G,MA2G0173,16.09225,-12.74103
1533,04-GORGOL,Maghama,Beilouguet Litame,-12.776083,15.578083,Public,Rural,4020204,AGRIAT,4204021,1,2,50,1,0,0,2,10.59,2G,MR2G0071,15.510125,-12.8457
1535,04-GORGOL,Maghama,Beilouguet Litame,-12.734433,15.56335,Public,Rural,4020203,IMBARGOU,4204017,2,5,145,2,0,0,2,13.29,2G,MR2G0071,15.510125,-12.8457
1537,04-GORGOL,Maghama,Beilouguet Litame,-12.53124,15.64708,Public,Rural,4020202,Tachout,4204002,2,4,104,2,0,0,2,11.15,2G,MA2G0108,15.513078,-12.854306
1536,04-GORGOL,Maghama,Beilouguet Litame,-12.824367,15.6514,Public,Rural,4020205,Tenzah3+LOTEKE,4204011,3,3,46,2,0,0,2,13.21,2G,MA2G0107,15.763519,-12.783528
1539,04-GORGOL,Maghama,Dolol Civé,-13.06563,15.56791,Public,Rural,4020401,مدةدولل,4203001,5,6,294,5,1,0,4,6.33,2G,MA2G0138,15.54011,-13.01406
1540,04-GORGOL,Maghama,Dolol Civé,-13.1162,15.61722,Public,Rural,4020403,مدريةيامى,4203005,1,2,53,1,0,0,1,10.68,2G,MC2G0056,15.652283,-13.209069
1541,04-GORGOL,Maghama,Doo,-13.00815,15.49675,Public,Rural,4020305,WODIOUROU,4202003,1,2,48,1,0,0,0,2.76,2G,MC2G0061,15.509519,-13.030217
1542,04-GORGOL,Maghama,Doo,-13.03219,15.48248,Public,Urbain,4020303,تنالي,4202005,1,2,73,1,0,0,2,3.01,2G,MC2G0061,15.509519,-13.030217
1543,04-GORGOL,Maghama,Doo,-12.97638,15.51618,Public,Rural,4020302,مدرسةتاكا,4202014,2,3,169,2,0,0,4,4.83,2G,MA2G0138,15.54011,-13.01406
1544,04-GORGOL,Maghama,Doo,-13.01343,15.53007,Public,Rural,4020301,مدرسةدوو,4202001,5,6,289,5,1,0,0,1.12,2G,MA2G0138,15.54011,-13.01406
1549,04-GORGOL,Maghama,Maghama,-12.91804,15.53113,Public,Rural,4020103,Dar beidha,4201010,2,3,120,2,0,0,0,7.12,2G,MA2G0108,15.513078,-12.854306
1545,04-GORGOL,Maghama,Maghama,-12.855017,15.512717,Privé,Urbain,99999999,ECOLEPRIVékel,4201001,5,5,149,9,1,0,2,0.09,2G,MA2G0108,15.513078,-12.854306
1546,04-GORGOL,Maghama,Maghama,-12.88503,15.45402,Public,Rural,4020104,fimbo,4201005,4,6,282,4,1,0,2,7.24,2G,MC2G0059,15.511278,-12.852778
1547,04-GORGOL,Maghama,Maghama,-12.802717,15.549933,Public,Rural,4020107,GOURéLHAIRE,4201003,1,2,38,1,0,0,0,6.39,2G,MR2G0071,15.510125,-12.8457
1548,04-GORGOL,Maghama,Maghama,-12.847233,15.5141,Privé,Urbain,99999999,MAGHAMA3,4201001,5,5,149,9,1,0,2,0.47,2G,MR2G0071,15.510125,-12.8457
1550,04-GORGOL,Maghama,Maghama,-12.8323,15.57802,Public,Rural,4020105,مدرسةسنكو,4201004,1,2,53,1,0,0,0,7.6,2G,MA2G0108,15.513078,-12.854306
1551,04-GORGOL,Maghama,Maghama,-12.85261,15.51295,Public,Urbain,4020101,مقامة1,4201001,8,8,640,10,1,0,0,0.18,2G,MA2G0108,15.513078,-12.854306
1552,04-GORGOL,Maghama,Maghama,-12.85261,15.51295,Public,Urbain,4020102,مقامه2,4201001,6,6,496,8,1,0,6,0.18,2G,MA2G0108,15.513078,-12.854306
1553,04-GORGOL,Maghama,Sagné,-12.858517,15.2272,Public,Rural,4020405,BITEL,4207002,2,2,53,1,0,0,0,8.37,2G,MA2G0163,15.19797,-12.78661
1554,04-GORGOL,Maghama,Sagné,-12.871817,15.258083,Public,Rural,4020505,LOBOUDOU,4207004,1,2,69,1,1,0,3,8.41,2G,MA2G0176,15.333656,-12.873765
1555,04-GORGOL,Maghama,Sagné,-12.786033,15.20915,Public,Rural,402051,SAGNE,4207001,6,6,463,5,1,0,4,1.24,2G,MA2G0163,15.19797,-12.78661
1556,04-GORGOL,Maghama,Sagné,-12.77035,15.22609,Public,Rural,4020503,لوكيرى,4207008,2,3,85,2,0,0,0,3.58,2G,MA2G0163,15.19797,-12.78661
1557,04-GORGOL,Maghama,Toulel,-12.849167,15.37525,Public,Rural,4020306,NOUMA,4206002,1,2,44,1,0,0,1,4.61,2G,MC2G0101,15.341,-12.824944
1558,04-GORGOL,Maghama,Toulel,-12.88451,15.42733,Public,Rural,4020602,بكلافادوا,4206001,3,4,159,3,0,0,2,9.93,2G,MC2G0059,15.511278,-12.852778
1559,04-GORGOL,Maghama,Toulel,-12.8242,15.33745,Public,Rural,4020601,تولل1,4206003,5,6,359,5,1,1,4,0.4,2G,MC2G0101,15.341,-12.824944
1560,04-GORGOL,Maghama,Toulel,-12.72334,15.36651,Public,Rural,4020604,دانيل,4206005,1,2,80,1,0,0,1,11.26,2G,MC2G0101,15.341,-12.824944
1561,04-GORGOL,Maghama,Vrea Litame,-12.724667,15.502183,Public,Rural,4020706,BOURLé,4205015,1,2,50,1,0,0,0,13,2G,MR2G0071,15.510125,-12.8457
1565,04-GORGOL,Maghama,Vrea Litame,-12.88443,15.43988,Public,Rural,4020703,Kourouldorou,4205011,1,2,43,1,0,0,0,18.16,2G,MR2G0071,15.510125,-12.8457
1566,04-GORGOL,Maghama,Vrea Litame,-12.77982,15.14824,Public,Rural,4020502,Kouroulwefou,4205003,1,2,55,1,0,0,1,9.99,2G,MC2G0033,15.510306,-12.472417
1564,04-GORGOL,Maghama,Vrea Litame,-12.64091,15.46563,Public,Rural,4020701,الفرع,4205006,2,4,119,2,0,0,0,18.73,2G,MC2G0033,15.510306,-12.472417
1567,04-GORGOL,Maghama,Vrea Litame,-12.7627,15.5353,Public,Rural,4020705,مدرسةهلرى,4205016,1,2,52,1,0,0,0,9.32,2G,MR2G0071,15.510125,-12.8457
1568,04-GORGOL,Maghama,Wali Djantang,-12.878967,15.3417,Public,Rural,4020308,wali1,4208002,6,6,310,6,1,0,5,1.05,2G,MA2G0176,15.333656,-12.873765
1569,04-GORGOL,Maghama,Wali Djantang,-12.87895,15.341633,Public,Rural,2040804,WALI2,4208002,3,6,272,5,1,0,5,1.05,2G,MA2G0176,15.333656,-12.873765
1571,04-GORGOL,Mounguel,Azgueilem Tiyab,-12.94751,16.24587,Public,Rural,4040202,anyomalli,4405022,1,2,102,1,0,0,1,10.89,2G,MA2G0105,16.166018,-13.006496
1572,04-GORGOL,Mounguel,Azgueilem Tiyab,-12.87251,16.35584,Public,Rural,4040207,Boudourwa1,4405032,2,3,201,2,0,0,0,11.66,2G,MC2G0030,16.41938889,-12.95941667
1573,04-GORGOL,Mounguel,Azgueilem Tiyab,-12.87251,16.35584,Public,Rural,4040208,boudrw2,4405034,1,2,147,1,0,0,0,11.66,2G,MC2G0030,16.41938889,-12.95941667
1574,04-GORGOL,Mounguel,Azgueilem Tiyab,-13.05424,16.35235,Public,Rural,4040214,lekayra2,4405009,1,2,112,1,0,0,0,10.44,2G,MR2G0076,16.407667,-13.133335
1575,04-GORGOL,Mounguel,Azgueilem Tiyab,-13.08637,16.2576,Public,Rural,4040215,Monoudoune,4405014,1,2,80,1,0,0,0,6.72,2G,MR2G0067,16.223082,-13.138083
1576,04-GORGOL,Mounguel,Azgueilem Tiyab,-12.90968,16.27593,Public,Rural,4040216,احسيعر,4405025,1,2,55,1,0,0,0,16.01,2G,MA2G0105,16.166018,-13.006496
1577,04-GORGOL,Mounguel,Azgueilem Tiyab,-12.99766,16.3211,Public,Urbain,4040218,اولادعايد,4405036,2,3,140,2,0,0,0,11.67,2G,MC2G0030,16.41938889,-12.95941667
1578,04-GORGOL,Mounguel,Azgueilem Tiyab,-13.03402,16.26973,Public,Rural,4040212,تبيت,4405004,1,2,39,1,0,0,0,11.9,2G,MA2G0105,16.166018,-13.006496
1579,04-GORGOL,Mounguel,Azgueilem Tiyab,-12.8648,16.40964,Public,Rural,4040205,لحنيكات,4405038,2,2,0,1,0,0,0,10.15,2G,MC2G0030,16.41938889,-12.95941667
1580,04-GORGOL,Mounguel,Azgueilem Tiyab,-13.03009,16.23684,Public,Rural,4040211,مدرسةبلايدك,4405010,1,2,58,1,0,0,0,8.27,2G,MA2G0105,16.166018,-13.006496
1581,04-GORGOL,Mounguel,Bathet Moït,-13.07491,16.53268,Public,Rural,4040303,almouhajiroun,4402002,6,6,395,3,0,0,2,3.32,2G,MC2G0062,16.5172,-13.048333
1582,04-GORGOL,Mounguel,Bathet Moït,-12.84392,16.38307,Public,Rural,4040302,Jatel2,4402010,1,2,104,1,0,0,2,6.48,2G,MC2G0062,16.5172,-13.048333
1583,04-GORGOL,Mounguel,Bathet Moït,-12.74405,15.6778,Public,Rural,4020201,jattele,4402008,2,3,133,2,0,1,0,3.82,2G,MC2G0062,16.5172,-13.048333
1584,04-GORGOL,Mounguel,Bathet Moït,-12.98001,16.51456,Public,Rural,4040307,افداراولادالكيحل,4402012,1,2,76,1,0,0,0,7.29,2G,MC2G0062,16.5172,-13.048333
1585,04-GORGOL,Mounguel,Bathet Moït,-13.0491,16.56023,Public,Rural,4040305,بنيامث,4402003,1,2,58,1,0,0,0,4.79,2G,MC2G0062,16.5172,-13.048333
1586,04-GORGOL,Mounguel,Bathet Moït,-13.01038,16.52751,Public,Rural,4040304,مدرسةاتويجيله,4402004,3,6,391,3,0,0,2,4.21,2G,MC2G0062,16.5172,-13.048333
1587,04-GORGOL,Mounguel,Bokhol,-12.98615,16.465,Public,Rural,4040404,afadar2,4403014,1,2,164,1,0,0,0,5.82,2G,MC2G0030,16.41938889,-12.95941667
1588,04-GORGOL,Mounguel,Bokhol,-12.89801,16.50268,Public,Rural,4040412,afajarlmhayssr,4403007,1,2,55,1,0,0,0,11.34,2G,MC2G0030,16.41938889,-12.95941667
1589,04-GORGOL,Mounguel,Bokhol,-12.95602,16.41365,Public,Rural,4040401,bkel1,4403035,3,4,110,3,0,0,2,0.73,2G,MC2G0030,16.41938889,-12.95941667
1593,04-GORGOL,Mounguel,Bokhol,-12.8902,16.38379,Public,Rural,4040406,Edebay Terkez,4403024,1,2,112,1,0,0,0,8.38,2G,MC2G0030,16.41938889,-12.95941667
1591,04-GORGOL,Mounguel,Bokhol,-13.00016,16.3821,Public,Rural,4040409,Thikatine,4403029,1,2,75,1,0,0,0,6.01,2G,MC2G0030,16.41938889,-12.95941667
1594,04-GORGOL,Mounguel,Bokhol,-12.92456,16.45151,Public,Rural,4040411,مدرسةالحجاج,4403017,1,2,79,1,0,0,0,5.16,2G,MC2G0030,16.41938889,-12.95941667
1595,04-GORGOL,Mounguel,Bokhol,-12.91385,16.45209,Public,Rural,4040407,وادالبركة,4403018,2,2,30,1,0,0,0,6.07,2G,MC2G0030,16.41938889,-12.95941667
1596,04-GORGOL,Mounguel,Melzem Teichet,-12.80867,16.56506,Public,Rural,4040504,awdayachrak2,4404005,2,4,120,2,0,0,1,17.4,2G,MA2G0145,16.6465,-12.66919
1597,04-GORGOL,Mounguel,Melzem Teichet,-12.80867,16.56506,Public,Rural,4040503,Deichrak1,4404014,4,6,249,4,0,0,0,17.4,2G,MA2G0145,16.6465,-12.66919
1598,04-GORGOL,Mounguel,Melzem Teichet,-12.77237,16.46459,Public,Rural,4040507,Douweira,4404018,1,2,31,1,0,0,2,20.57,No Service,MC2G0030,16.41938889,-12.95941667
1599,04-GORGOL,Mounguel,Melzem Teichet,-12.90988,16.57545,Public,Rural,4040508,Lemháissara,4404002,1,2,54,1,0,0,0,16.03,2G,MC2G0160,16.6425,-13.0431
1600,04-GORGOL,Mounguel,Melzem Teichet,-12.92413,16.6053,Public,Rural,4040502,Levreh,4404013,3,4,266,3,0,0,0,13.33,2G,MC2G0160,16.6425,-13.0431
1601,04-GORGOL,Mounguel,Melzem Teichet,-12.91006,16.55151,Public,Rural,4040511,talonkele,4404003,1,1,25,1,0,0,0,15.23,2G,MC2G0062,16.5172,-13.048333
1602,04-GORGOL,Mounguel,Melzem Teichet,-12.84431,16.66783,Public,Rural,4040506,علبالكصرة,4404015,3,6,145,4,0,0,2,18.81,2G,MA2G0145,16.6465,-12.66919
1603,04-GORGOL,Mounguel,Melzem Teichet,-12.84431,16.66783,Public,Rural,4040501,ملزمتيشط,4404001,3,6,236,4,0,0,1,18.81,2G,MA2G0145,16.6465,-12.66919
1606,04-GORGOL,Mounguel,Mounguel,-13.19112,16.41077,Public,Rural,4040106,Eljekh,4401005,1,2,37,1,0,0,0,6.15,2G,MA2G0157,16.40976,-13.13344
1604,04-GORGOL,Mounguel,Mounguel,-13.12248,16.37741,Public,Rural,4040103,SeyAftout,4401014,4,6,341,4,0,0,0,3.56,2G,MR2G0076,16.407667,-13.133335
1605,04-GORGOL,Mounguel,Mounguel,-13.12528,16.45843,Public,Rural,4040107,Tezekre,4401018,1,2,40,1,0,0,0,5.48,2G,MA2G0157,16.40976,-13.13344
1607,04-GORGOL,Mounguel,Mounguel,-13.13262,16.40845,Public,Urbain,4040101,مونكل1,4401001,6,6,324,9,1,0,4,0.12,2G,MR2G0076,16.407667,-13.133335
1608,04-GORGOL,Mounguel,Mounguel,-13.13262,16.40845,Public,Urbain,4040102,مونكل2,4401001,6,6,368,12,1,0,0,0.12,2G,MR2G0076,16.407667,-13.133335
1691,05-Brakna,Aleg,Aghchourguit,-14.2358,17.20455,Public,Rural,5010202,AGHCHARGUIT2,5106005,6,6,216,9,1,0,2,0.38,2G,MR2G0003,17.2178,-14.1929
